date,AAR,BT,Bus,CBD Entries,CRZ Entries,LIRR,MNR,SIR,Subway
2025-01-02,31265,834692,1208636,,,210914,165475,6548,3377364
2025-01-03,35900,850636,1234565,,,203652,163577,6243,3413456
2025-01-04,21999,791790,781198,,,117004,100579,2673,2315791
2025-01-05,23665,729102,626644,474551,417890,96683,79761,2039,1791537
2025-01-06,35840,796514,1270655,494915,437698,229503,202575,6888,3437198
2025-01-07,38048,846978,1315134,529634,469821,245930,220945,7410,3784051
2025-01-08,39406,856981,1329939,542412,479247,239444,209550,7799,3834806
2025-01-09,38431,873408,1306116,553214,489135,229804,198894,6845,3757580
2025-01-10,38183,902970,1326845,556459,492600,226639,189644,6232,3561095
2025-01-11,21718,775008,814312,520145,460372,121021,96491,2397,2333104
2025-01-12,23573,751235,667294,480261,420030,98780,82736,1748,1832507
2025-01-13,37067,850931,1366764,522542,460607,232624,202056,7013,3565093
2025-01-14,39810,869282,1395685,547385,481826,252417,218691,7600,3901919
2025-01-15,40471,877344,1391070,561608,497584,237904,211912,7739,3927198
2025-01-16,39239,904987,1394686,575713,513344,244145,210063,7319,3919882
2025-01-17,38857,935757,1356698,573957,508351,231166,197835,6235,3604425
2025-01-18,23229,830805,831369,526690,464644,122763,103091,2244,2336087
2025-01-19,20610,608391,586622,399484,352565,87352,75906,1709,1828934
2025-01-20,17801,706001,797268,428175,375494,96444,78479,2849,2216281
2025-01-21,35218,844346,1252532,549720,487435,240724,212861,6563,3624134
2025-01-22,37701,845278,1289449,559666,497768,239508,209338,6840,3745833
2025-01-23,38358,886799,1361328,581646,516809,242403,209534,6992,3870712
2025-01-24,37509,905789,1318449,574846,509786,234056,195169,5802,3584146
2025-01-25,22654,816805,868042,550554,492129,130818,103192,2559,2486799
2025-01-26,23439,750444,689249,492995,431926,100305,82565,1964,1882291
2025-01-27,36731,853170,1385882,528877,466181,239834,200074,6779,3612704
2025-01-28,39676,874166,1479059,553013,488692,260461,218807,7596,4057100
2025-01-29,39355,862094,1295961,563827,498937,246641,213599,6678,3735444
2025-01-30,39342,913838,1470801,589219,522538,243926,210602,7370,4088389
2025-01-31,75450,904420,1358908,571207,505016,225159,190971,6031,3624121
2025-02-01,47702,818559,895648,539605,479554,114523,94588,2563,2483263
2025-02-02,24063,752428,678873,496048,434613,132846,72681,1875,1848424
2025-02-03,38076,848713,1432408,531887,466399,223504,183417,7289,3695940
2025-02-04,40893,873398,1495880,556635,495393,259976,219042,8018,4150390
2025-02-05,41896,892163,1520952,572999,506354,248050,213793,8108,4182058
2025-02-06,37073,801999,1369499,541083,480986,229479,182951,6686,3885191
2025-02-07,39874,942213,1443307,583245,515515,236121,197152,6441,3861700
2025-02-08,23849,783842,817924,505573,447300,113264,96754,2681,2538395
2025-02-09,20935,612435,571270,423383,370794,83513,69578,1839,1850257
2025-02-10,37718,875734,1429999,535204,469934,234725,198962,6972,3746029
2025-02-11,40378,865810,1492601,545412,481261,247848,215260,7709,4111749
2025-02-12,38659,831747,1400354,546966,483102,235576,205325,6682,3940993
2025-02-13,39932,915759,1467576,579674,511719,243915,205656,7310,4098104
2025-02-14,40125,985525,1392764,600664,533624,233715,198806,6065,3855445
2025-02-15,21226,761009,748078,507992,450300,105976,91906,2390,2355977
2025-02-16,20949,669880,588331,456663,401965,93199,71059,1674,1809213
2025-02-17,21581,788209,911285,478275,414453,101826,84372,3045,2458343
2025-02-18,38691,883917,1279762,552516,486106,243993,210850,6826,3698061
2025-02-19,40363,889255,1318256,556395,492804,243335,207633,6951,3830039
2025-02-20,37671,887540,1300291,567313,504613,241345,203840,6768,3822211
2025-02-21,37660,918000,1231306,572942,505296,228844,191570,5592,3481093
2025-02-22,24126,856224,871144,547786,484591,116852,101509,2428,2492096
2025-02-23,24345,812302,698394,506040,441386,105060,85701,1885,1905750
2025-02-24,37883,872577,1454401,534172,468446,234816,201187,6915,3722403
2025-02-25,41177,897388,1517387,557580,489948,258241,220142,7891,4094456
2025-02-26,42667,927095,1532417,578328,509920,254446,217753,8103,4202962
2025-02-27,40994,942667,1491904,591045,521067,249988,213554,7617,4123434
2025-02-28,40313,981859,1444353,588989,518463,241045,202576,6564,3867670
2025-03-01,25348,890866,947470,557335,492535,124608,104535,2847,2655494
2025-03-02,24730,797986,685236,505319,440009,90230,75153,1887,1943509
2025-03-03,38493,879963,1446066,539800,473220,227656,190695,7226,3783633
2025-03-04,42252,894951,1530724,563736,496134,257066,222055,7997,4178706
2025-03-05,41857,891406,1464569,563880,499816,246143,211791,7738,4139402
2025-03-06,41928,950398,1506745,592139,521249,248999,214413,7537,4177390
2025-03-07,40968,972404,1436637,591133,523770,243527,203928,6389,3877969
2025-03-08,25318,888491,946022,557011,492920,124078,110319,2614,2662053
2025-03-09,25436,814195,717213,505972,441854,104989,86431,1898,1991779
2025-03-10,38272,907327,1480720,546535,480608,249300,209606,7331,3849712
2025-03-11,42531,916601,1547477,567866,503968,261433,228328,8162,4220071
2025-03-12,43034,929995,1558707,583170,515887,259006,226656,7992,4273439
2025-03-13,41922,961852,1545407,598216,527771,262786,224898,7723,4265918
2025-03-14,40590,985018,1461424,599204,527511,258621,213317,6547,3926685
2025-03-15,25703,914293,957923,571554,506043,142839,119626,2900,2686698
2025-03-16,24499,839409,682090,499751,443664,113968,88439,2114,2111229
2025-03-17,37228,880331,1386978,531847,466563,246824,210355,7185,3751313
2025-03-18,42071,921714,1544388,566074,501213,264924,230580,7913,4232297
2025-03-19,43453,939086,1558820,578088,508370,260031,225253,8090,4274997
2025-03-20,41308,953667,1509884,592129,521956,261511,220117,7492,4191910
2025-03-21,40163,975048,1436059,587811,518927,248037,208980,6422,3873120
2025-03-22,25458,913756,961713,563278,496127,140466,117875,3089,2653512
2025-03-23,25724,867282,736298,521146,453188,105102,91061,2143,2007695
2025-03-24,37607,877499,1354459,534647,469230,242261,204177,6849,3650582
2025-03-25,42011,917614,1536843,563311,494496,265289,228951,8132,4214256
2025-03-26,42958,928230,1532389,574849,505041,265709,223047,7952,4237196
2025-03-27,42147,973696,1524578,592112,521457,261311,231056,7726,4263378
2025-03-28,40495,983409,1439850,594099,521515,246718,209792,6472,3878481
2025-03-29,27168,938810,993714,571180,504591,148404,136492,3110,2887283
2025-03-30,25162,872549,726124,512458,442499,115125,95708,1926,2055899
2025-03-31,35803,905432,1276763,542248,472319,244921,209348,6372,3414357
2025-04-01,42115,940353,1536805,574765,503362,257703,226059,7891,4247056
2025-04-02,43403,939753,1543145,582257,511842,258088,227068,8005,4320984
2025-04-03,43300,972326,1515578,599173,529341,257460,226170,7699,4286943
2025-04-04,41478,984269,1465455,596123,528688,260319,208594,6568,3990036
2025-04-05,25947,887812,915296,560449,499636,128321,110701,2723,2658935
2025-04-06,25576,874481,742341,518166,452789,115809,87900,2049,2059867
2025-04-07,39237,897227,1424204,548089,481752,244565,207119,7069,3848628
2025-04-08,42949,924243,1536222,568509,501321,263712,228166,8014,4324220
2025-04-09,44074,953471,1548648,585774,517277,262570,226464,8147,4343794
2025-04-10,43061,967534,1524644,595541,527664,263157,220604,7667,4299477
2025-04-11,40728,974076,1396300,587965,520242,247547,210055,6310,3864826
2025-04-12,25806,889346,842497,547463,484258,122395,111344,2092,2528127
2025-04-13,25731,829487,734980,507105,443646,108197,102506,1844,2180093
2025-04-14,35872,876586,1309503,523285,459677,246154,224282,6681,3598255
2025-04-15,40080,929248,1368277,557724,497077,270809,239573,7232,3997927
2025-04-16,40487,953357,1368776,585075,515168,262626,236314,7174,4059487
2025-04-17,40017,999371,1364437,596243,527358,275186,233477,6960,4077460
2025-04-18,36191,961407,1218484,565946,498479,260413,224930,5534,3551334
2025-04-19,26086,930835,942925,556677,491853,152672,134808,3316,2880379
2025-04-20,28290,917009,682601,520381,454215,124079,110984,2284,2100218
2025-04-21,35874,952531,1424279,553116,484304,258848,220681,7174,3806992
2025-04-22,41427,955091,1534439,571632,505174,270985,237443,8048,4307321
2025-04-23,43714,977457,1547077,589635,520755,273441,236130,8204,4402438
2025-04-24,42722,1003124,1542577,601402,538173,269508,237334,8126,4419648
2025-04-25,41123,1021430,1477842,604563,540167,256108,225725,6775,4124744
2025-04-26,24813,926498,937070,571111,511520,128572,112915,2947,2696077
2025-04-27,26217,940981,763308,545298,480205,116980,104529,2308,2329464
2025-04-28,38772,948022,1490933,555769,491503,252796,219281,7535,3946503
2025-04-29,42717,959501,1556823,578955,511123,275022,236516,8166,4350681
2025-04-30,44071,985425,1562345,596109,527609,274421,235657,8233,4406705
2025-05-01,42862,1001289,1544986,603047,536725,255295,217184,8065,4440098
2025-05-02,41919,1022746,1481552,612115,541649,241602,208851,7035,4120612
2025-05-03,26948,966765,997122,585030,518920,133711,122132,3171,2896423
2025-05-04,25492,857229,704772,517540,461843,110229,96550,2965,2175053
2025-05-05,39989,925086,1374815,563368,497467,245700,209710,7248,3924272
2025-05-06,42573,943342,1474148,581190,515890,259823,230786,7802,4289517
2025-05-07,44564,989240,1534698,594746,527186,265244,237348,8339,4438683
2025-05-08,44027,1009991,1519593,613194,546625,267298,228124,7976,4380539
2025-05-09,41254,1006355,1331879,604005,536945,253493,207842,6262,3893760
2025-05-10,27783,1011526,971181,595494,525743,156932,132365,3309,2895080
2025-05-11,31380,991991,727298,570347,497206,137582,118279,2398,2177273
2025-05-12,37902,973174,1454909,569158,500550,267260,225151,7463,3950681
2025-05-13,42501,955146,1499466,584027,517598,273175,236762,7899,4101901
2025-05-14,43850,952819,1410385,582744,521406,268675,231338,7815,4325655
2025-05-15,43184,1029707,1490616,619201,548622,269831,233021,8217,4226351
2025-05-16,41634,1059003,1290844,627406,555978,273352,234569,6109,3917793
2025-05-17,26202,1000935,758100,598384,533116,147850,141007,2161,2806907
2025-05-18,27587,982949,735919,567796,498434,128018,118803,2779,2348810
2025-05-19,39503,982764,1383215,577706,508135,261500,226926,7084,3859712
2025-05-20,43311,991236,1526811,594230,524091,285050,255638,7694,4288364
2025-05-21,43061,980696,1435870,599643,532201,277010,239556,7997,4359486
2025-05-22,41619,998261,1360223,595992,530563,262440,226023,7259,4177436
2025-05-23,39780,1031719,1350033,594017,524190,276688,222482,6449,3867945
2025-05-24,24931,913459,892650,532950,468696,150831,123603,3341,2613079
2025-05-25,26605,900233,734847,512342,443567,134252,114432,2743,2265268
2025-05-26,18515,840714,796572,463543,399174,130049,108449,3307,2225230
2025-05-27,41019,970362,1458610,574207,504691,281318,243011,7983,4131820
2025-05-28,43951,960376,1439867,585014,517078,273219,241099,7971,4319577
2025-05-29,42557,990565,1451583,603540,534290,272341,233835,7730,4330609
2025-05-30,42154,1015385,1417061,601404,533129,267632,220334,6788,4013939
2025-05-31,25399,910906,928331,563611,498973,145270,116390,2743,2703804
2025-06-01,27401,910180,757386,537110,471081,121796,99548,2520,2216471
2025-06-02,37700,896736,1433260,536609,475683,232864,207612,7190,3825105
2025-06-03,42931,926194,1504149,563793,500569,263483,245856,8081,4277676
2025-06-04,45757,1017096,1542346,597848,527257,282470,245882,8434,4453078
2025-06-05,43649,1030065,1435569,610503,539708,276354,239951,7400,4209248
2025-06-06,41920,1041083,1387859,588357,518370,275908,232473,6642,3971366
2025-06-07,26651,953498,914494,560695,496566,142141,128292,2939,2746462
2025-06-08,27726,968131,756088,547858,479586,135005,125365,2486,2419073
2025-06-09,40161,961646,1419682,561829,492176,255303,222549,7392,3894637
2025-06-10,42936,954511,1443471,572615,506704,275576,239058,7558,4242094
2025-06-11,46251,1003515,1533682,593244,525009,282392,244814,8316,4389844
2025-06-12,45320,1034603,1518029,613180,542010,282071,241736,7676,4389106
2025-06-13,42554,1038680,1440700,600724,529728,271326,223767,6646,4016599
2025-06-14,27033,920854,848789,548137,484827,137307,117635,2812,2648754
2025-06-15,28137,926691,708559,523431,456312,128639,107802,2227,2060343
2025-06-16,39076,953519,1422102,551055,483183,259549,233061,7310,3881697
2025-06-17,43724,963515,1462892,574699,506016,278874,252443,7787,4244501
2025-06-18,45681,1022007,1488512,594075,524562,287437,258760,7816,4352533
2025-06-19,30585,986519,1166095,569203,499929,151719,128671,4879,3312985
2025-06-20,42403,1045862,1402524,590494,520330,275003,238453,6535,3917085
2025-06-21,28166,1012175,976504,564325,498572,157226,137237,3008,2750049
2025-06-22,27873,958088,720311,540947,472985,124808,106241,1961,2036654
2025-06-23,38543,1004985,1364226,560860,493387,267072,220195,6749,3675099
2025-06-24,41227,1002946,1358019,576576,508897,274554,228175,6962,3857783
2025-06-25,43104,1022469,1365564,588529,518042,275835,234020,7305,4044532
2025-06-26,42597,1043189,1430075,598642,530476,284518,237407,7544,4176259
2025-06-27,41129,1035138,1309638,597400,527598,269267,236144,6180,3745156
2025-06-28,26021,979613,915611,562919,496660,140546,133369,3356,2779328
2025-06-29,27283,977389,747156,531999,462437,140810,128084,2965,2443017
2025-06-30,38466,978738,1322280,552156,484319,265402,226634,7013,3570724
2025-07-01,41983,962753,1352948,552919,486400,245375,212691,7169,3827420
2025-07-02,44290,989748,1398660,560964,493313,267728,213549,7241,3850919
2025-07-03,42904,1033884,1348055,559318,487405,266204,208213,6320,3599213
2025-07-04,23960,823510,777322,370595,344431,141707,107177,3278,2325024
2025-07-05,23179,869114,865914,473374,417488,147313,108845,3032,2279010
2025-07-06,26944,928952,739870,495165,427051,146359,106648,2336,1991884
2025-07-07,39214,941314,1345304,539785,472168,248037,211317,6657,3494924
2025-07-08,42288,954114,1411193,562596,496160,262625,241553,7104,3921235
2025-07-09,45132,985054,1451732,575949,511140,266421,236794,7633,4071286
2025-07-10,43008,991161,1393906,584824,519365,263195,229112,7343,4019506
2025-07-11,42338,1015625,1338079,585622,518022,272902,225186,6312,3752472
2025-07-12,27698,977883,960786,548482,489791,149285,135356,3333,2696784
2025-07-13,27530,947683,750701,512419,460304,132047,115440,2436,2144413
2025-07-14,39010,949245,1339218,551976,488753,257985,218295,6862,3605195
2025-07-15,42917,964769,1440912,568443,505180,273821,240472,7585,4039160
2025-07-16,44891,984544,1448849,582827,517696,274639,239169,7572,4117704
2025-07-17,43352,1012349,1405028,598461,529651,272814,230292,7131,4029813
2025-07-18,42209,1034137,1335124,591287,522779,278160,223832,6115,3739145
2025-07-19,28090,991761,936694,555768,492020,168171,133834,3241,2655440
2025-07-20,27099,957647,753370,526015,460599,140696,107317,2433,2111747
2025-07-21,39272,970671,1361375,552298,485347,267689,224453,6941,3671940
2025-07-22,43313,962297,1433292,566171,500828,295419,245466,7645,4085230
2025-07-23,44930,981504,1431350,583481,515261,298419,240979,7619,4124410
2025-07-24,43574,1016811,1422129,592456,526974,277559,236538,7277,4079094
2025-07-25,40952,1015431,1280081,588419,518744,262297,222755,5508,3656150
2025-07-26,27624,1015567,922083,563385,499170,159323,137302,3040,2790923
2025-07-27,25966,925287,704038,523954,457180,127073,112224,2128,2149759
2025-07-28,38491,975543,1355899,557783,490341,262687,227711,6780,3664264
2025-07-29,42045,970476,1391706,574356,506126,275947,240606,7230,3942701
2025-07-30,43086,978621,1381553,580299,511770,272520,241950,7350,3995693
2025-07-31,42155,958049,1310912,572629,506462,260275,229384,7004,3718979
2025-08-01,41345,1010258,1318643,579089,508733,225675,174071,5983,3597962
2025-08-02,28936,992084,924525,541316,476734,151706,125916,3134,2661432
2025-08-03,27902,937381,766036,508382,443041,131196,102414,2438,2109148
2025-08-04,39688,963338,1367299,541255,472834,253148,207908,6910,3603453
2025-08-05,44101,957256,1424105,563946,494700,272605,227260,7688,3990441
2025-08-06,44869,975465,1415758,572039,503937,273051,222043,7627,3994828
2025-08-07,43838,1004118,1408353,586245,514904,265143,214868,7256,3944318
2025-08-08,41991,1019042,1326591,578625,508787,260507,212368,6315,3654469
2025-08-09,28414,985098,922892,534173,470918,153113,131416,2595,2671051
2025-08-10,27679,964503,736132,516631,448299,136708,116733,2109,2201175
2025-08-11,38985,959647,1325167,544096,474195,254512,211894,6657,3541477
2025-08-12,43664,966304,1393854,557546,491063,272560,225090,7367,3891327
2025-08-13,44349,971639,1355986,569361,500378,267156,221321,7233,3880241
2025-08-14,43367,1012190,1364955,585499,513978,264290,210265,6878,3823077
2025-08-15,41588,1028472,1308147,575069,503939,258243,203201,5990,3551008
2025-08-16,28833,990201,912705,540124,471921,153433,120490,2433,2568833
2025-08-17,27882,960971,725657,514796,444245,125268,101391,1642,2015821
2025-08-18,38413,949948,1264049,535621,466129,246904,200323,6475,3376936
2025-08-19,41917,954649,1340712,551588,483349,269818,217321,7134,3788813
2025-08-20,42821,941839,1265037,555592,487739,255602,208647,6673,3712709
2025-08-21,41317,993364,1296398,572855,503544,268214,218083,6538,3790576
2025-08-22,40155,1022733,1287328,576344,505286,264414,217013,6102,3640772
2025-08-23,27407,1006389,925878,553608,487215,166882,133514,3351,2669472
2025-08-24,26911,962150,739780,528050,458481,149695,109360,2459,2154935
2025-08-25,37653,970575,1287007,540962,469466,275475,207511,6329,3499592
2025-08-26,41461,964498,1381193,554316,484927,294008,222383,7249,3934641
2025-08-27,43498,985440,1392630,565997,495649,294556,220687,7311,3959633
2025-08-28,42332,1019765,1363724,574538,503521,293877,212908,6992,3844830
2025-08-29,40464,1027183,1289424,574985,500850,284378,205508,5796,3559792
2025-08-30,27458,963358,895879,532571,465081,174467,129878,3039,2575973
2025-08-31,28459,956024,705740,524543,451084,152591,113092,2401,2197950
2025-09-01,17488,853219,673370,470708,405009,140632,100886,2399,2092253
2025-09-02,41991,971199,1346568,564878,494239,277073,228222,7277,3842843
2025-09-03,46061,960254,1438356,572264,503384,293705,238831,7483,4101293
2025-09-04,45376,966487,1469632,584644,518054,289721,232772,7709,4258378
2025-09-05,43782,1005336,1437614,594321,526170,279193,225330,6830,4020205
2025-09-06,27218,917387,846107,560115,499423,141330,117043,2213,2589586
2025-09-07,28255,862573,684550,523680,460258,122696,99960,1425,2058463
2025-09-08,41777,945027,1497567,559406,492346,266996,226542,7574,4051429
2025-09-09,45766,954339,1551093,575700,507897,278353,249487,8282,4433601
2025-09-10,46875,963539,1540037,590074,523856,277619,244711,8093,4472327
2025-09-11,45113,986086,1550699,590188,524119,284101,239089,8324,4499093
2025-09-12,44800,1034050,1477001,607463,539715,280104,230142,6806,4196585
2025-09-13,29120,996581,965501,588396,524411,152575,144805,2491,2916067
2025-09-14,29323,961790,759804,558337,488963,128586,117465,1733,2260774
2025-09-15,41693,953354,1508135,563416,495828,271084,228659,7707,4046573
2025-09-16,46067,964074,1561603,580138,512773,286694,246166,8395,4425430
2025-09-17,46498,961549,1527852,589690,522265,286428,242860,8106,4446829
2025-09-18,46174,1006303,1550224,603572,538345,281845,239470,7949,4488401
2025-09-19,44232,1042086,1480671,608394,539919,286808,231477,6987,4177680
2025-09-20,28263,1000287,949447,588932,525352,162463,137816,2721,2907031
2025-09-21,28507,951666,730328,556640,486871,138648,119583,1826,2305677
2025-09-22,40106,942647,1398995,545829,478490,277694,235311,7385,3931188
2025-09-23,39820,900181,1278886,521957,461632,292843,251491,7547,3913543
2025-09-24,41928,921997,1312722,556653,490813,301441,246884,7537,4031358
2025-09-25,43591,966221,1444408,578090,512347,298380,243174,7834,4423394
2025-09-26,43185,1043628,1455644,602233,531409,306735,240853,6937,4199816
2025-09-27,27542,997436,933791,597376,531438,181410,145805,3051,2911538
2025-09-28,28439,932462,742362,550478,487271,149259,114310,2589,2213509
2025-09-29,41836,950405,1482688,556266,489589,278761,232338,7641,4061628
2025-09-30,45235,961539,1534316,570885,505841,286693,257916,8347,4440014
2025-10-01,46020,943997,1473098,560691,498305,259808,243325,8212,4339922
2025-10-02,40497,913797,1261553,553064,490442,257417,236427,6807,3815531
2025-10-03,44933,1008171,1434440,598480,529663,265055,225487,6890,4066815
2025-10-04,29130,965808,718806,583919,518442,143110,136719,2113,2104373
2025-10-05,29332,936413,702569,551355,483443,120574,109130,1940,2193758
2025-10-06,42251,929249,1396894,551459,486155,261527,226803,7519,3927545
2025-10-07,44898,900999,1404064,557894,497959,278786,254323,8179,4212383
2025-10-08,45158,913834,1395842,575970,515826,269959,249146,7903,4237976
2025-10-09,46236,1010954,1452407,602517,537602,291108,250000,7996,4452806
2025-10-10,44822,1042761,1368369,608468,540792,285283,245256,6790,4043304
2025-10-11,28513,962632,859727,579599,516572,155564,145487,2926,2732324
2025-10-12,23732,761450,592660,503174,445752,105833,98164,1968,1968515
2025-10-13,27812,778635,891300,482865,424539,226891,203344,3548,2788416
2025-10-14,42716,917366,1409939,561387,500773,280029,250229,7739,4190034
2025-10-15,46081,960851,1443106,579030,516539,283734,250634,7915,4328358
2025-10-16,46342,997185,1429707,603395,537918,289634,249181,7794,4462590
2025-10-17,44786,1021890,1364083,608143,540006,269171,240862,6689,4113843
2025-10-18,28890,980808,903291,584687,521611,154085,156049,42,2931765
2025-10-19,29387,951447,727587,554532,494717,128355,125200,1,2264572
2025-10-20,40468,927388,1220586,550195,482547,264955,232341,6134,3601800
2025-10-21,46279,952108,1472383,571945,505504,285947,252266,8052,4461061
2025-10-22,47380,960587,1467664,582822,516920,275757,243232,8324,4523614
2025-10-23,46401,990734,1461341,599125,532687,286021,247800,7887,4559508
2025-10-24,44360,1014462,1410451,603680,538058,274534,240961,6741,4276483
2025-10-25,29197,985797,900658,590403,525430,155774,157311,71,2949713
2025-10-26,29588,919543,828951,549762,482960,126937,119440,4,2286150
2025-10-27,41385,933494,1402134,553465,488623,266942,232879,7507,4127115
2025-10-28,45787,943247,1455220,572705,509358,283192,251648,8079,4530266
2025-10-29,47416,960281,1469294,587348,523719,281041,248483,8220,4602493
2025-10-30,44144,889125,1227694,566504,511435,267015,233660,7567,4324588
2025-10-31,43132,983811,1317185,596286,532586,277129,238548,6460,4432080
2025-11-01,28093,983673,898965,621678,557583,144681,136951,3055,3100676
2025-11-02,25958,817612,650701,515320,471290,139969,126613,4004,2832239
2025-11-03,43099,940016,1391623,555643,488655,255395,220572,7712,4161669
2025-11-04,43413,904786,1328396,546060,484039,272769,239630,6902,4115365
2025-11-05,47577,952224,1446631,583951,516723,278711,241336,8275,4481565
2025-11-06,46597,982260,1380841,597423,532580,277537,237999,7819,4476845
2025-11-07,44889,999735,1278966,600352,533038,271989,227739,6673,4143987
2025-11-08,28928,951693,904574,582779,520741,146648,144272,98,2998303
2025-11-09,28414,859442,664738,526073,463682,108466,102557,6,2170348
2025-11-10,42668,918164,1330157,550681,485465,261926,224338,7111,4042262
2025-11-11,37343,862673,1138614,536744,476517,261323,231128,5848,3805525
2025-11-12,48814,947918,1416400,578898,516005,277019,241668,8127,4490139
2025-11-13,48365,973866,1393834,594706,530783,278935,240393,7775,4514518
2025-11-14,45674,999518,1358720,605783,540060,266627,228051,6632,4202637
2025-11-15,29345,944176,901107,583136,521944,147186,134636,2601,2916948
2025-11-16,29190,875912,698030,533624,476770,122244,104396,1930,2244614
2025-11-17,43573,920434,1345238,554857,489233,265144,224332,7340,4073219
2025-11-18,47836,939249,1412746,571751,508767,276957,244622,7946,4478041
2025-11-19,49261,946470,1324616,580388,518999,285721,242379,7984,4485722
2025-11-20,48100,989094,1351795,600338,538095,281238,242044,7966,4507934
2025-11-21,46310,1007336,1308473,603007,538403,265950,227894,6706,4136195
2025-11-22,28732,932418,843858,578855,518407,154859,136221,2501,2789019
2025-11-23,29629,859248,677274,525804,464531,124945,111766,1919,2214468
2025-11-24,43753,931195,1325785,550340,483667,278824,235318,7369,4093423
2025-11-25,46923,984962,1323388,562668,497669,287401,245330,7701,4220008
2025-11-26,42124,1002049,1236618,562332,495541,303778,255782,7074,3810090
2025-11-27,31998,915340,495496,456868,390555,136991,118294,2356,1828134
2025-11-28,23232,840279,841444,486749,425942,155678,137068,3865,2812012
2025-11-29,23215,892563,774221,525836,468381,157271,140888,2407,2451340
2025-11-30,25621,873262,586972,509436,448883,130384,108842,1743,1870396
2025-12-01,43282,952445,1303042,556158,491036,249607,216228,7223,4006207
2025-12-02,44343,865367,1222943,546464,488126,265911,223297,7245,4133004
2025-12-03,48995,949475,1388939,579624,517549,275589,240102,8244,4602770
2025-12-04,47977,975181,1357434,599786,537385,279292,234324,7743,4625030
2025-12-05,45693,979717,1244763,604868,540791,257408,214457,6250,4245175
2025-12-06,29625,907338,862636,581765,524790,161891,143742,2750,3167060
2025-12-07,30064,859180,677370,539911,481678,132179,108943,2085,2417625
2025-12-08,44073,919722,1280746,561060,496401,262078,221975,7173,4146910
2025-12-09,47915,942527,1343371,581751,520020,280939,245102,7619,4498157
2025-12-10,48763,950985,1356535,586136,527414,278314,243313,7932,4570883
2025-12-11,47771,985569,1354523,607456,547305,282861,244157,7601,4654787
2025-12-12,46724,1010112,1310865,616249,554757,271356,232325,6359,4342252
2025-12-13,29814,949108,895773,594199,534734,183250,160206,2636,3223814
2025-12-14,25999,678234,551669,449076,401521,116119,106009,1816,2275321
2025-12-15,41911,897956,1250173,533152,474945,257524,221439,6631,4071120
2025-12-16,46871,938269,1353494,562004,503860,275666,243838,7147,4478870
2025-12-17,49815,970077,1383795,580318,518555,286645,245310,7365,4493497
2025-12-18,49193,997713,1378737,595447,532889,294530,245278,7371,4499832
2025-12-19,44942,962046,1167980,588777,528541,269600,221112,5598,3888599
2025-12-20,30138,934838,813781,572755,513236,173942,155827,2583,2981831
2025-12-21,31036,879883,627619,526287,463899,152661,127045,2119,2390530
2025-12-22,42652,939496,1158803,535367,471375,268354,229496,6935,3869528
2025-12-23,41705,930944,1107930,530039,466947,268202,223698,6345,3602331
2025-12-24,35738,949981,883076,507082,441284,244530,195155,4540,2853461
2025-12-25,22310,755953,390603,399158,345557,96125,69421,1826,1511985
2025-12-26,27702,761332,793491,424593,374368,238777,204111,4070,2695535
2025-12-27,16279,562069,542506,367528,331518,130835,114446,2424,2219293
2025-12-28,22732,754479,579178,448419,397417,133665,114540,2302,2180348
2025-12-29,37707,851122,1024260,492004,433252,257839,214568,5571,3297161
2025-12-30,40464,898686,1084547,519563,461093,265344,222329,5681,3554107
2025-12-31,38585,851446,959612,492015,431667,245088,203486,4790,3084643
2026-01-01,14441,661315,474380,414347,370115,99745,77813,2172,2016827
2026-01-02,33207,812469,986192,477673,422514,192703,163155,4632,3120979
2026-01-03,24956,804417,758640,484717,436646,167213,132196,2650,2478271
2026-01-04,27839,749343,626317,455429,401858,90083,73729,1894,1934593
2026-01-05,42609,853613,1282373,503303,442505,219975,177390,7098,3650793
2026-01-06,45834,871458,1334624,512978,452822,245492,197811,7542,3973013
2026-01-07,47258,877731,1348234,525856,465160,250828,207994,7722,4074540
2026-01-08,46662,902305,1347632,542750,483602,251655,212710,7519,4096415
2026-01-09,44891,915619,1272247,544083,481409,239792,197505,6262,3763800
2026-01-10,26074,806027,774842,523158,471322,114420,97875,2374,2395364
2026-01-11,28246,780896,664557,486241,433463,99745,84855,2004,1978534
2026-01-12,42819,874778,1330401,519170,457853,237811,200032,7131,3770308
2026-01-13,46618,891825,1396832,539320,477444,258513,220239,7876,4108806
2026-01-14,48298,896921,1399486,544363,481637,259501,223140,7634,4123499
2026-01-15,45600,916418,1376769,563735,500848,255079,220178,7425,4122446
2026-01-16,44701,952643,1290497,565698,503285,241834,208331,6148,3777244
2026-01-17,25898,775085,751576,502163,446702,112583,102013,2423,2366112
2026-01-18,25820,625913,550614,418797,368812,83410,82259,1675,1892975
2026-01-19,25086,828004,899734,477378,417360,105820,86326,2949,2453300
2026-01-20,45009,875173,1273059,534874,472791,253778,219701,6924,3877447
2026-01-21,47748,877676,1338722,549164,487363,257748,225265,7303,4025339
2026-01-22,47855,914247,1396482,567215,503469,265608,228722,7295,4121459
2026-01-23,45077,933065,1298807,566911,505217,248622,209654,6001,3776980
2026-01-24,23866,818220,655805,531327,476905,114512,90911,2011,2221402
2026-01-25,8401,168610,196889,130520,117548,30577,27652,773,819623
2026-01-26,15007,314954,489976,218341,195624,53590,42911,2064,1755760
