trip_date,yellow_trips,green_trips,fhvhv_trips,prcp_mm,snow_mm,snwd_mm,tmax_c,tmin_c,awnd_ms,wsf5_ms,taxi_trips,weekday,is_weekend,month,taxi_wd_mean,taxi_anom,fhvhv_wd_mean,fhvhv_anom
2024-06-22,117840,1681,800410,2.8,0.0,0.0,33.9,23.9,0.4,8.1,119521,5,True,6,121461.96153846153,-1940.9615384615317,769462.0384615385,30947.961538461503
2024-06-23,102552,1537,684507,0.0,0.0,0.0,33.3,22.8,,13.0,104089,6,True,6,102865.36538461539,1223.6346153846098,659976.0961538461,24530.903846153873
2024-06-24,109939,1834,590462,0.0,0.0,0.0,26.7,22.2,,15.7,111773,0,False,6,98257.96226415095,13515.037735849051,563058.9811320754,27403.018867924577
2024-06-25,126809,2032,621100,0.0,0.0,0.0,32.2,20.6,1.9,9.8,128841,1,False,6,113216.16981132075,15624.830188679247,589765.0188679246,31334.981132075423
2024-06-26,132825,2082,661202,2.0,0.0,0.0,33.9,21.1,1.8,20.6,134907,2,False,6,119606.42307692308,15300.576923076922,624117.75,37084.25
2024-06-27,127473,1978,651070,5.8,0.0,0.0,28.9,19.4,2.6,9.8,129451,3,False,6,125640.19230769231,3810.807692307688,657690.5,-6620.5
2024-06-28,111990,1840,690451,0.0,0.0,0.0,26.1,17.8,1.6,8.9,113830,4,False,6,119305.53846153847,-5475.538461538468,718960.8461538461,-28509.846153846127
2024-06-29,109627,1569,758313,1.5,0.0,0.0,26.1,18.9,1.9,11.6,111196,5,True,6,121461.96153846153,-10265.961538461532,769462.0384615385,-11149.038461538497
2024-06-30,91545,1408,658129,4.6,0.0,0.0,29.4,21.1,2.2,10.3,92953,6,True,6,102865.36538461539,-9912.36538461539,659976.0961538461,-1847.096153846127
2024-07-01,85618,1638,539821,0.0,0.0,0.0,27.2,17.8,2.7,12.5,87256,0,False,7,98257.96226415095,-11001.962264150949,563058.9811320754,-23237.981132075423
2024-07-02,87784,1632,534228,0.0,0.0,0.0,30.0,18.9,1.4,7.6,89416,1,False,7,113216.16981132075,-23800.169811320753,589765.0188679246,-55537.01886792458
2024-07-03,80419,1722,571547,0.0,0.0,0.0,28.3,20.6,1.7,10.7,82141,2,False,7,119606.42307692308,-37465.42307692308,624117.75,-52570.75
2024-07-04,61817,937,557457,1.0,0.0,0.0,31.7,21.1,1.3,8.1,62754,3,False,7,125640.19230769231,-62886.19230769231,657690.5,-100233.5
2024-07-05,74137,1524,614867,2.5,0.0,0.0,32.2,23.3,0.7,8.9,75661,4,False,7,119305.53846153847,-43644.53846153847,718960.8461538461,-104093.84615384613
2024-07-06,75081,1400,622618,1.3,0.0,0.0,33.3,22.8,0.6,8.1,76481,5,True,7,121461.96153846153,-44980.96153846153,769462.0384615385,-146844.0384615385
2024-07-07,75808,1430,582632,0.0,0.0,0.0,33.9,26.1,1.8,7.2,77238,6,True,7,102865.36538461539,-25627.36538461539,659976.0961538461,-77344.09615384613
2024-07-08,91186,1701,541966,0.0,0.0,0.0,35.0,25.0,0.9,6.7,92887,0,False,7,98257.96226415095,-5370.962264150949,563058.9811320754,-21092.981132075423
2024-07-09,110714,1799,577828,0.0,0.0,0.0,31.7,23.9,1.0,8.5,112513,1,False,7,113216.16981132075,-703.1698113207531,589765.0188679246,-11937.018867924577
2024-07-10,118863,2025,620963,0.0,0.0,0.0,32.8,25.6,1.4,13.0,120888,2,False,7,119606.42307692308,1281.576923076922,624117.75,-3154.75
2024-07-11,117833,2002,637513,2.8,0.0,0.0,31.7,23.9,2.1,10.7,119835,3,False,7,125640.19230769231,-5805.192307692312,657690.5,-20177.5
2024-07-12,101629,1777,692391,1.5,0.0,0.0,28.9,22.2,0.6,6.7,103406,4,False,7,119305.53846153847,-15899.538461538468,718960.8461538461,-26569.846153846127
2024-07-13,100839,1490,747835,52.3,0.0,0.0,30.6,22.2,0.7,6.3,102329,5,True,7,121461.96153846153,-19132.96153846153,769462.0384615385,-21627.038461538497
2024-07-14,96365,1398,669057,0.0,0.0,0.0,32.2,23.9,1.1,10.7,97763,6,True,7,102865.36538461539,-5102.36538461539,659976.0961538461,9080.903846153873
2024-07-15,102196,1777,591304,3.0,0.0,0.0,32.8,22.8,1.1,9.8,103973,0,False,7,98257.96226415095,5715.037735849051,563058.9811320754,28245.018867924577
2024-07-16,127633,1835,625649,0.0,0.0,0.0,34.4,25.6,1.7,13.0,129468,1,False,7,113216.16981132075,16251.830188679247,589765.0188679246,35883.98113207542
2024-07-17,128179,1972,657893,37.1,0.0,0.0,32.2,22.2,1.3,10.7,130151,2,False,7,119606.42307692308,10544.576923076922,624117.75,33775.25
2024-07-18,120270,1872,650821,0.0,0.0,0.0,30.0,22.2,1.2,8.1,122142,3,False,7,125640.19230769231,-3498.192307692312,657690.5,-6869.5
2024-07-19,105658,1807,687357,0.0,0.0,0.0,28.3,19.4,1.3,7.2,107465,4,False,7,119305.53846153847,-11840.538461538468,718960.8461538461,-31603.846153846127
2024-07-20,105854,1543,729651,0.0,0.0,0.0,28.3,21.7,0.9,8.9,107397,5,True,7,121461.96153846153,-14064.961538461532,769462.0384615385,-39811.0384615385
2024-07-21,92993,1557,640131,0.0,0.0,0.0,31.1,22.8,1.2,6.7,94550,6,True,7,102865.36538461539,-8315.36538461539,659976.0961538461,-19845.096153846127
2024-07-22,94033,1669,537763,0.3,0.0,0.0,28.9,21.7,1.2,8.5,95702,0,False,7,98257.96226415095,-2555.9622641509486,563058.9811320754,-25295.981132075423
2024-07-23,109294,1816,571649,2.8,0.0,0.0,27.2,21.7,1.8,6.7,111110,1,False,7,113216.16981132075,-2106.169811320753,589765.0188679246,-18116.018867924577
2024-07-24,114086,1812,597025,0.0,0.0,0.0,27.2,22.8,1.9,7.6,115898,2,False,7,119606.42307692308,-3708.423076923078,624117.75,-27092.75
2024-07-25,113980,1893,623595,0.0,0.0,0.0,28.3,22.2,1.3,8.9,115873,3,False,7,125640.19230769231,-9767.192307692312,657690.5,-34095.5
2024-07-26,99004,1787,686767,0.0,0.0,0.0,28.9,19.4,2.3,10.7,100791,4,False,7,119305.53846153847,-18514.53846153847,718960.8461538461,-32193.846153846127
2024-07-27,96842,1390,728559,0.0,0.0,0.0,30.6,20.6,1.6,7.2,98232,5,True,7,121461.96153846153,-23229.96153846153,769462.0384615385,-40903.0384615385
2024-07-28,88862,1483,632643,0.0,0.0,0.0,31.7,21.1,1.7,6.7,90345,6,True,7,102865.36538461539,-12520.36538461539,659976.0961538461,-27333.096153846127
2024-07-29,87840,1743,532866,1.3,0.0,0.0,28.9,20.0,1.3,7.2,89583,0,False,7,98257.96226415095,-8674.962264150949,563058.9811320754,-30192.981132075423
2024-07-30,102477,1654,565578,0.0,0.0,0.0,31.1,23.9,1.3,11.2,104131,1,False,7,113216.16981132075,-9085.169811320753,589765.0188679246,-24187.018867924577
2024-07-31,109582,1735,612960,0.8,0.0,0.0,31.7,22.8,1.5,12.5,111317,2,False,7,119606.42307692308,-8289.423076923078,624117.75,-11157.75
2024-08-01,117167,1863,654733,0.0,0.0,0.0,35.0,24.4,0.9,7.2,119030,3,False,8,125640.19230769231,-6610.192307692312,657690.5,-2957.5
2024-08-02,108219,1891,727681,13.2,0.0,0.0,33.3,23.3,1.1,10.7,110110,4,False,8,119305.53846153847,-9195.538461538468,718960.8461538461,8720.153846153873
2024-08-03,113458,1462,755990,18.5,0.0,0.0,33.9,22.8,1.8,9.8,114920,5,True,8,121461.96153846153,-6541.961538461532,769462.0384615385,-13472.038461538497
2024-08-04,86902,1383,618929,4.3,0.0,0.0,28.3,21.7,1.4,7.6,88285,6,True,8,102865.36538461539,-14580.36538461539,659976.0961538461,-41047.09615384613
2024-08-05,94258,1666,555334,0.0,0.0,0.0,32.2,22.8,1.2,8.5,95924,0,False,8,98257.96226415095,-2333.9622641509486,563058.9811320754,-7724.981132075423
2024-08-06,119288,1937,638271,52.8,0.0,0.0,32.2,22.2,1.5,8.5,121225,1,False,8,113216.16981132075,8008.830188679247,589765.0188679246,48505.98113207542
2024-08-07,110119,1816,613827,3.3,0.0,0.0,22.2,17.8,3.7,12.5,111935,2,False,8,119606.42307692308,-7671.423076923078,624117.75,-10290.75
2024-08-08,109615,1852,655766,9.1,0.0,0.0,21.1,18.3,3.2,9.8,111467,3,False,8,125640.19230769231,-14173.192307692312,657690.5,-1924.5
2024-08-09,92332,1541,677014,2.8,0.0,0.0,26.7,21.1,2.7,14.3,93873,4,False,8,119305.53846153847,-25432.53846153847,718960.8461538461,-41946.84615384613
2024-08-10,96172,1348,694488,0.0,0.0,0.0,29.4,22.8,2.0,8.9,97520,5,True,8,121461.96153846153,-23941.96153846153,769462.0384615385,-74974.0384615385
2024-08-11,81599,1389,601451,0.0,0.0,0.0,26.7,20.6,1.3,8.9,82988,6,True,8,102865.36538461539,-19877.36538461539,659976.0961538461,-58525.09615384613
2024-08-12,80583,1667,512828,0.0,0.0,0.0,27.2,18.9,1.5,9.4,82250,0,False,8,98257.96226415095,-16007.962264150949,563058.9811320754,-50230.98113207542
2024-08-13,91892,1631,520024,0.0,0.0,0.0,27.2,17.8,1.6,8.9,93523,1,False,8,113216.16981132075,-19693.169811320753,589765.0188679246,-69741.01886792458
2024-08-14,99548,1658,568184,0.0,0.0,0.0,29.4,19.4,1.4,9.8,101206,2,False,8,119606.42307692308,-18400.423076923078,624117.75,-55933.75
2024-08-15,101551,1777,610757,0.0,0.0,0.0,30.0,20.0,0.4,5.8,103328,3,False,8,125640.19230769231,-22312.192307692312,657690.5,-46933.5
2024-08-16,94703,1638,667645,0.0,0.0,0.0,30.6,21.1,1.4,8.1,96341,4,False,8,119305.53846153847,-22964.53846153847,718960.8461538461,-51315.84615384613
2024-08-17,93655,1476,704176,1.0,0.0,0.0,26.1,19.4,1.6,8.9,95131,5,True,8,121461.96153846153,-26330.96153846153,769462.0384615385,-65286.0384615385
2024-08-18,83816,1392,619447,58.2,0.0,0.0,27.2,20.6,1.4,11.2,85208,6,True,8,102865.36538461539,-17657.36538461539,659976.0961538461,-40529.09615384613
2024-08-19,84721,1682,528585,6.4,0.0,0.0,28.9,20.0,1.3,10.7,86403,0,False,8,98257.96226415095,-11854.962264150949,563058.9811320754,-34473.98113207542
2024-08-20,93286,1661,530540,0.0,0.0,0.0,22.2,16.1,2.6,9.8,94947,1,False,8,113216.16981132075,-18269.169811320753,589765.0188679246,-59225.01886792458
2024-08-21,94327,1684,545720,0.0,0.0,0.0,22.8,13.9,2.6,10.7,96011,2,False,8,119606.42307692308,-23595.423076923078,624117.75,-78397.75
2024-08-22,96081,1713,573296,0.0,0.0,0.0,24.4,15.0,1.5,8.5,97794,3,False,8,125640.19230769231,-27846.192307692312,657690.5,-84394.5
2024-08-23,91741,1682,644699,0.0,0.0,0.0,26.7,16.7,1.2,8.5,93423,4,False,8,119305.53846153847,-25882.53846153847,718960.8461538461,-74261.84615384613
2024-08-24,90700,1468,695765,0.0,0.0,0.0,28.3,18.3,0.6,6.3,92168,5,True,8,121461.96153846153,-29293.96153846153,769462.0384615385,-73697.0384615385
2024-08-25,84073,1494,605263,0.0,0.0,0.0,29.4,20.0,1.2,7.2,85567,6,True,8,102865.36538461539,-17298.36538461539,659976.0961538461,-54713.09615384613
2024-08-26,85984,1885,521194,1.0,0.0,0.0,29.4,20.6,1.0,7.2,87869,0,False,8,98257.96226415095,-10388.962264150949,563058.9811320754,-41864.98113207542
2024-08-27,94520,1851,528803,0.0,0.0,0.0,30.0,19.4,1.1,8.5,96371,1,False,8,113216.16981132075,-16845.169811320753,589765.0188679246,-60962.01886792458
2024-08-28,104455,1916,589450,0.0,0.0,0.0,32.8,23.3,2.2,9.4,106371,2,False,8,119606.42307692308,-13235.423076923078,624117.75,-34667.75
2024-08-29,100646,1960,599633,0.0,0.0,0.0,27.8,21.1,2.9,10.7,102606,3,False,8,125640.19230769231,-23034.192307692312,657690.5,-58057.5
2024-08-30,93923,1902,673547,7.6,0.0,0.0,23.3,16.1,2.4,8.9,95825,4,False,8,119305.53846153847,-23480.53846153847,718960.8461538461,-45413.84615384613
2024-08-31,89858,1521,695352,0.0,0.0,0.0,25.0,19.4,0.9,6.7,91379,5,True,8,121461.96153846153,-30082.96153846153,769462.0384615385,-74110.0384615385
2024-09-01,89547,1461,639911,0.0,0.0,0.0,27.2,22.8,1.2,6.3,91008,6,True,9,102865.36538461539,-11857.36538461539,659976.0961538461,-20065.096153846127
2024-09-02,80373,1546,527015,0.0,0.0,0.0,26.1,17.2,2.0,10.3,81919,0,False,9,98257.96226415095,-16338.962264150949,563058.9811320754,-36043.98113207542
2024-09-03,102984,2049,553452,0.0,0.0,0.0,23.3,14.4,1.8,9.4,105033,1,False,9,113216.16981132075,-8183.169811320753,589765.0188679246,-36313.01886792458
2024-09-04,118488,1983,582700,0.0,0.0,0.0,25.0,15.0,0.9,6.3,120471,2,False,9,119606.42307692308,864.576923076922,624117.75,-41417.75
2024-09-05,130232,2022,632493,0.0,0.0,0.0,25.0,16.1,2.0,8.5,132254,3,False,9,125640.19230769231,6613.807692307688,657690.5,-25197.5
2024-09-06,128739,2076,707782,0.0,0.0,0.0,25.6,17.2,1.5,8.9,130815,4,False,9,119305.53846153847,11509.461538461532,718960.8461538461,-11178.846153846127
2024-09-07,124714,1585,758304,6.1,0.0,0.0,24.4,15.0,1.5,10.3,126299,5,True,9,121461.96153846153,4837.038461538468,769462.0384615385,-11158.038461538497
2024-09-08,112643,1480,654093,0.0,0.0,0.0,20.6,12.8,2.2,11.2,114123,6,True,9,102865.36538461539,11257.63461538461,659976.0961538461,-5883.096153846127
2024-09-09,108295,1828,567476,0.0,0.0,0.0,23.9,12.8,1.1,8.9,110123,0,False,9,98257.96226415095,11865.037735849051,563058.9811320754,4417.018867924577
2024-09-10,121703,1777,577531,0.0,0.0,0.0,25.6,16.7,1.9,6.7,123480,1,False,9,113216.16981132075,10263.830188679247,589765.0188679246,-12234.018867924577
2024-09-11,120419,1852,585193,0.0,0.0,0.0,26.1,15.0,1.0,5.4,122271,2,False,9,119606.42307692308,2664.576923076922,624117.75,-38924.75
2024-09-12,138551,1904,643744,0.0,0.0,0.0,26.7,16.7,0.8,7.2,140455,3,False,9,125640.19230769231,14814.807692307688,657690.5,-13946.5
2024-09-13,129364,1897,708941,0.0,0.0,0.0,27.8,17.2,0.6,6.3,131261,4,False,9,119305.53846153847,11955.461538461532,718960.8461538461,-10019.846153846127
2024-09-14,133562,1540,751975,0.0,0.0,0.0,28.3,18.3,1.2,7.6,135102,5,True,9,121461.96153846153,13640.038461538468,769462.0384615385,-17487.038461538497
2024-09-15,113863,1401,647138,0.0,0.0,0.0,26.7,17.2,2.1,8.1,115264,6,True,9,102865.36538461539,12398.63461538461,659976.0961538461,-12838.096153846127
2024-09-16,107265,1837,557506,0.0,0.0,0.0,25.0,15.6,2.3,7.6,109102,0,False,9,98257.96226415095,10844.037735849051,563058.9811320754,-5552.981132075423
2024-09-17,128286,1926,574276,0.0,0.0,0.0,26.1,18.3,2.1,6.7,130212,1,False,9,113216.16981132075,16995.830188679247,589765.0188679246,-15489.018867924577
2024-09-18,135073,2052,612854,0.0,0.0,0.0,23.9,19.4,2.9,9.8,137125,2,False,9,119606.42307692308,17518.576923076922,624117.75,-11263.75
2024-09-19,142778,2111,643903,0.0,0.0,0.0,28.9,19.4,2.4,8.9,144889,3,False,9,125640.19230769231,19248.807692307688,657690.5,-13787.5
2024-09-20,135447,1977,714999,0.0,0.0,0.0,27.2,19.4,3.0,9.8,137424,4,False,9,119305.53846153847,18118.46153846153,718960.8461538461,-3961.846153846127
2024-09-21,137881,1682,750487,0.0,0.0,0.0,26.1,17.2,3.0,8.9,139563,5,True,9,121461.96153846153,18101.03846153847,769462.0384615385,-18975.038461538497
2024-09-22,116790,1585,656458,0.0,0.0,0.0,23.3,16.1,2.7,11.6,118375,6,True,9,102865.36538461539,15509.63461538461,659976.0961538461,-3518.096153846127
2024-09-23,111640,1915,555204,1.0,0.0,0.0,19.4,15.0,2.6,9.8,113555,0,False,9,98257.96226415095,15297.037735849051,563058.9811320754,-7854.981132075423
2024-09-24,116282,1929,559922,0.0,0.0,0.0,20.0,15.0,2.5,8.1,118211,1,False,9,113216.16981132075,4994.830188679247,589765.0188679246,-29843.018867924577
2024-09-25,124161,1953,593234,0.0,0.0,0.0,20.0,16.7,2.2,,126114,2,False,9,119606.42307692308,6507.576923076922,624117.75,-30883.75
2024-09-26,132813,2225,649279,2.0,0.0,0.0,23.3,17.8,0.9,5.8,135038,3,False,9,125640.19230769231,9397.807692307688,657690.5,-8411.5
2024-09-27,124390,1945,712609,4.6,0.0,0.0,23.3,17.2,1.8,10.3,126335,4,False,9,119305.53846153847,7029.461538461532,718960.8461538461,-6351.846153846127
2024-09-28,142393,1595,833825,6.6,0.0,0.0,20.0,16.1,3.9,11.6,143988,5,True,9,121461.96153846153,22526.03846153847,769462.0384615385,64362.9615384615
2024-09-29,119604,1489,699302,19.8,0.0,0.0,17.2,15.6,2.6,9.8,121093,6,True,9,102865.36538461539,18227.63461538461,659976.0961538461,39325.90384615387
2024-09-30,104745,1800,558182,0.0,0.0,0.0,22.2,15.6,2.3,9.4,106545,0,False,9,98257.96226415095,8287.037735849051,563058.9811320754,-4876.981132075423
2024-10-01,119133,1885,573904,0.0,0.0,0.0,20.6,15.6,2.8,9.8,121018,1,False,10,113216.16981132075,7801.830188679247,589765.0188679246,-15861.018867924577
2024-10-02,113906,1850,585128,0.0,0.0,0.0,20.0,14.4,1.9,7.6,115756,2,False,10,119606.42307692308,-3850.423076923078,624117.75,-38989.75
2024-10-03,108847,1782,590333,0.0,0.0,0.0,22.2,16.7,0.4,5.8,110629,3,False,10,125640.19230769231,-15011.192307692312,657690.5,-67357.5
2024-10-04,112431,1693,671178,0.0,0.0,0.0,22.8,15.6,0.5,6.7,114124,4,False,10,119305.53846153847,-5181.538461538468,718960.8461538461,-47782.84615384613
2024-10-05,124443,1661,739546,0.0,0.0,0.0,23.9,16.1,1.9,9.4,126104,5,True,10,121461.96153846153,4642.038461538468,769462.0384615385,-29916.038461538497
2024-10-06,103627,1474,636949,0.0,0.0,0.0,21.7,12.8,1.1,8.9,105101,6,True,10,102865.36538461539,2235.63461538461,659976.0961538461,-23027.096153846127
2024-10-07,102014,1758,548487,0.0,0.0,0.0,23.9,14.4,2.5,10.3,103772,0,False,10,98257.96226415095,5514.037735849051,563058.9811320754,-14571.981132075423
2024-10-08,121402,1756,577021,0.0,0.0,0.0,20.0,11.7,1.3,8.1,123158,1,False,10,113216.16981132075,9941.830188679247,589765.0188679246,-12744.018867924577
2024-10-09,129915,1851,605245,0.0,0.0,0.0,20.0,12.2,1.6,10.7,131766,2,False,10,119606.42307692308,12159.576923076922,624117.75,-18872.75
2024-10-10,143206,2057,655888,0.0,0.0,0.0,16.7,9.4,2.8,10.7,145263,3,False,10,125640.19230769231,19622.807692307688,657690.5,-1802.5
2024-10-11,128821,1747,708742,0.0,0.0,0.0,20.0,7.8,1.9,10.7,130568,4,False,10,119305.53846153847,11262.461538461532,718960.8461538461,-10218.846153846127
2024-10-12,130159,1739,753214,0.0,0.0,0.0,23.3,13.3,2.2,12.5,131898,5,True,10,121461.96153846153,10436.038461538468,769462.0384615385,-16248.038461538497
2024-10-13,109969,1414,664812,0.0,0.0,0.0,20.6,12.8,2.2,8.5,111383,6,True,10,102865.36538461539,8517.63461538461,659976.0961538461,4835.903846153873
2024-10-14,101513,1601,542516,0.0,0.0,0.0,18.9,8.9,2.7,15.7,103114,0,False,10,98257.96226415095,4856.037735849051,563058.9811320754,-20542.981132075423
2024-10-15,128893,1858,593749,0.0,0.0,0.0,13.9,7.2,2.6,10.7,130751,1,False,10,113216.16981132075,17534.830188679247,589765.0188679246,3983.9811320754234
2024-10-16,134891,2104,620972,0.0,0.0,0.0,15.0,6.7,2.8,10.3,136995,2,False,10,119606.42307692308,17388.576923076922,624117.75,-3145.75
2024-10-17,136330,2083,655040,0.0,0.0,0.0,14.4,6.1,2.3,9.4,138413,3,False,10,125640.19230769231,12772.807692307688,657690.5,-2650.5
2024-10-18,133213,1923,720847,0.0,0.0,0.0,18.9,8.9,1.9,9.8,135136,4,False,10,119305.53846153847,15830.461538461532,718960.8461538461,1886.153846153873
2024-10-19,135827,1649,763535,0.0,0.0,0.0,21.7,10.0,0.6,4.5,137476,5,True,10,121461.96153846153,16014.038461538468,769462.0384615385,-5927.038461538497
2024-10-20,117129,1461,659387,0.0,0.0,0.0,22.8,11.1,0.7,5.8,118590,6,True,10,102865.36538461539,15724.63461538461,659976.0961538461,-589.096153846127
2024-10-21,107430,1783,551909,0.0,0.0,0.0,26.1,13.9,1.2,5.4,109213,0,False,10,98257.96226415095,10955.037735849051,563058.9811320754,-11149.981132075423
2024-10-22,121106,1867,570808,0.0,0.0,0.0,27.2,16.7,0.6,5.8,122973,1,False,10,113216.16981132075,9756.830188679247,589765.0188679246,-18957.018867924577
2024-10-23,128223,1910,598695,0.0,0.0,0.0,23.9,15.0,0.9,8.9,130133,2,False,10,119606.42307692308,10526.576923076922,624117.75,-25422.75
2024-10-24,137337,2016,646741,0.0,0.0,0.0,20.6,11.7,2.2,9.4,139353,3,False,10,125640.19230769231,13712.807692307688,657690.5,-10949.5
2024-10-25,136066,1914,748839,0.0,0.0,0.0,16.7,7.8,1.3,9.8,137980,4,False,10,119305.53846153847,18674.46153846153,718960.8461538461,29878.153846153873
2024-10-26,148481,1847,851388,0.0,0.0,0.0,17.8,10.6,2.4,13.9,150328,5,True,10,121461.96153846153,28866.03846153847,769462.0384615385,81925.9615384615
2024-10-27,119822,1681,718149,0.0,0.0,0.0,13.9,7.2,1.3,9.4,121503,6,True,10,102865.36538461539,18637.63461538461,659976.0961538461,58172.90384615387
2024-10-28,110595,1823,563662,0.0,0.0,0.0,16.1,7.8,1.3,6.3,112418,0,False,10,98257.96226415095,14160.037735849051,563058.9811320754,603.0188679245766
2024-10-29,126931,1971,587264,0.3,0.0,0.0,17.2,11.1,1.4,10.3,128902,1,False,10,113216.16981132075,15685.830188679247,589765.0188679246,-2501.0188679245766
2024-10-30,132692,1937,624641,0.0,0.0,0.0,24.4,14.4,1.5,7.6,134629,2,False,10,119606.42307692308,15022.576923076922,624117.75,523.25
2024-10-31,129428,2058,699693,0.0,0.0,0.0,27.2,16.1,1.7,8.9,131486,3,False,10,125640.19230769231,5845.807692307688,657690.5,42002.5
2024-11-01,137690,1773,778575,0.0,0.0,0.0,26.1,13.9,2.8,14.3,139463,4,False,11,119305.53846153847,20157.46153846153,718960.8461538461,59614.15384615387
2024-11-02,137723,1606,796385,0.0,0.0,0.0,15.6,8.3,1.9,8.1,139329,5,True,11,121461.96153846153,17867.03846153847,769462.0384615385,26922.961538461503
2024-11-03,122355,1266,655279,0.0,0.0,0.0,12.2,5.0,2.3,8.9,123621,6,True,11,102865.36538461539,20755.63461538461,659976.0961538461,-4697.096153846127
2024-11-04,101625,1896,542535,0.0,0.0,0.0,14.4,6.7,1.8,7.6,103521,0,False,11,98257.96226415095,5263.037735849051,563058.9811320754,-20523.981132075423
2024-11-05,97522,1592,538929,0.0,0.0,0.0,22.8,12.2,1.5,9.8,99114,1,False,11,113216.16981132075,-14102.169811320753,589765.0188679246,-50836.01886792458
2024-11-06,115498,1843,586630,0.0,0.0,0.0,26.7,17.8,1.8,9.8,117341,2,False,11,119606.42307692308,-2265.423076923078,624117.75,-37487.75
2024-11-07,130018,1981,636780,0.0,0.0,0.0,22.8,12.2,2.3,11.6,131999,3,False,11,125640.19230769231,6358.807692307688,657690.5,-20910.5
2024-11-08,129608,1914,718510,0.0,0.0,0.0,20.6,10.0,2.4,16.5,131522,4,False,11,119305.53846153847,12216.461538461532,718960.8461538461,-450.846153846127
2024-11-09,135547,1596,785354,0.0,0.0,0.0,12.2,6.1,1.9,12.5,137143,5,True,11,121461.96153846153,15681.038461538468,769462.0384615385,15891.961538461503
2024-11-10,113594,1325,685570,2.0,0.0,0.0,14.4,7.2,1.5,8.9,114919,6,True,11,102865.36538461539,12053.63461538461,659976.0961538461,25593.903846153873
2024-11-11,99824,1512,523449,2.5,0.0,0.0,20.0,12.8,2.9,13.4,101336,0,False,11,98257.96226415095,3078.0377358490514,563058.9811320754,-39609.98113207542
2024-11-12,127185,1975,601267,0.0,0.0,0.0,15.0,5.0,4.3,16.1,129160,1,False,11,113216.16981132075,15943.830188679247,589765.0188679246,11501.981132075423
2024-11-13,133298,2047,636108,0.0,0.0,0.0,10.0,2.8,2.8,10.3,135345,2,False,11,119606.42307692308,15738.576923076922,624117.75,11990.25
2024-11-14,141642,2061,678680,0.0,0.0,0.0,8.3,2.8,2.1,10.3,143703,3,False,11,125640.19230769231,18062.807692307688,657690.5,20989.5
2024-11-15,139683,1976,739721,0.0,0.0,0.0,14.4,5.0,2.2,10.7,141659,4,False,11,119305.53846153847,22353.46153846153,718960.8461538461,20760.153846153873
2024-11-16,149939,1647,801019,0.0,0.0,0.0,16.7,7.2,3.8,13.9,151586,5,True,11,121461.96153846153,30124.03846153847,769462.0384615385,31556.961538461503
2024-11-17,123375,1443,674508,0.0,0.0,0.0,17.2,6.7,2.1,9.4,124818,6,True,11,102865.36538461539,21952.63461538461,659976.0961538461,14531.903846153873
2024-11-18,113449,1834,563563,0.0,0.0,0.0,18.9,9.4,1.9,12.5,115283,0,False,11,98257.96226415095,17025.03773584905,563058.9811320754,504.0188679245766
2024-11-19,125361,1866,594968,0.0,0.0,0.0,15.6,8.3,1.0,8.1,127227,1,False,11,113216.16981132075,14010.830188679247,589765.0188679246,5202.981132075423
2024-11-20,133043,2004,636274,0.0,0.0,0.0,15.6,11.7,1.3,15.2,135047,2,False,11,119606.42307692308,15440.576923076922,624117.75,12156.25
2024-11-21,153149,2414,764996,39.9,0.0,0.0,12.2,2.8,3.1,10.7,155563,3,False,11,125640.19230769231,29922.807692307688,657690.5,107305.5
2024-11-22,150016,2085,823334,13.5,0.0,0.0,4.4,2.8,2.7,14.3,152101,4,False,11,119305.53846153847,32795.46153846153,718960.8461538461,104373.15384615387
2024-11-23,134768,1650,813408,0.5,0.0,0.0,9.4,2.8,3.7,17.4,136418,5,True,11,121461.96153846153,14956.038461538468,769462.0384615385,43945.9615384615
2024-11-24,108373,1362,680573,0.0,0.0,0.0,11.7,6.7,4.4,14.3,109735,6,True,11,102865.36538461539,6869.63461538461,659976.0961538461,20596.903846153873
2024-11-25,104082,1824,574511,0.0,0.0,0.0,12.2,5.0,1.4,8.1,105906,0,False,11,98257.96226415095,7648.037735849051,563058.9811320754,11452.018867924577
2024-11-26,114424,1987,617185,4.8,0.0,0.0,14.4,7.8,2.1,11.6,116411,1,False,11,113216.16981132075,3194.830188679247,589765.0188679246,27419.981132075423
2024-11-27,107719,1846,643942,0.0,0.0,0.0,11.1,6.1,2.0,8.5,109565,2,False,11,119606.42307692308,-10041.423076923078,624117.75,19824.25
2024-11-28,77244,1212,655145,21.8,0.0,0.0,9.4,5.6,2.5,14.3,78456,3,False,11,125640.19230769231,-47184.19230769231,657690.5,-2545.5
2024-11-29,86461,1329,586238,0.0,0.0,0.0,8.3,1.1,2.6,10.7,87790,4,False,11,119305.53846153847,-31515.53846153847,718960.8461538461,-132722.84615384613
2024-11-30,102157,1348,654097,0.0,0.0,0.0,3.9,-1.0,3.4,11.2,103505,5,True,11,121461.96153846153,-17956.96153846153,769462.0384615385,-115365.0384615385
2024-12-01,95651,1349,622709,0.0,0.0,0.0,3.3,-2.7,3.3,15.7,97000,6,True,12,102865.36538461539,-5865.36538461539,659976.0961538461,-37267.09615384613
2024-12-02,112167,1816,607917,0.0,0.0,0.0,3.9,-1.6,2.4,9.8,113983,0,False,12,98257.96226415095,15725.037735849051,563058.9811320754,44858.01886792458
