zone,year,fhv,fhvhv,green,yellow,medallion_trips,total_trips,aggregator_share,log_medallion_trips,log_aggregator_trips,borough
29,2019,48418.0,411682.0,9915.0,1987.0,11902.0,472002.0,0.872203931339274,9.384461732204798,12.928006485646018,Brooklyn
29,2020,28035.0,293724.0,3440.0,2261.0,5701.0,327460.0,0.896976729982288,8.648396877031582,12.59039582988491,Brooklyn
29,2021,18384.0,354375.0,1868.0,1897.0,3765.0,376524.0,0.9411750645377187,8.233503140233994,12.778110953464154,Brooklyn
29,2022,20936.0,386504.0,477.0,652.0,1129.0,408569.0,0.9459944342326511,7.029087564149662,12.864897496244547,Brooklyn
29,2023,25394.0,414324.0,282.0,959.0,1241.0,440959.0,0.9395975589567284,7.123672785204607,12.934403555424602,Brooklyn
29,2024,26696.0,444908.0,162.0,2757.0,2919.0,474523.0,0.937589958758585,7.978996370854115,13.005622798201358,Brooklyn
29,2025,47908.0,503616.0,199.0,5752.0,5951.0,557475.0,0.9033875958563164,8.691314551644853,13.129569351894656,Brooklyn
30,2019,693.0,9354.0,67.0,51.0,118.0,10165.0,0.9202164289227742,4.770684624465665,9.143559338285831,Queens
30,2020,322.0,6451.0,28.0,20.0,48.0,6821.0,0.9457557542882276,3.871201010907891,8.771990436532242,Queens
30,2021,133.0,8675.0,12.0,28.0,40.0,8848.0,0.9804475587703436,3.6888794541139363,9.06820060481506,Queens
30,2022,155.0,8954.0,1.0,15.0,16.0,9125.0,0.9812602739726027,2.772588722239781,9.09985563880091,Queens
30,2023,141.0,10711.0,0.0,26.0,26.0,10878.0,0.9846479132193418,3.258096538021482,9.27902652976463,Queens
30,2024,222.0,14480.0,2.0,82.0,84.0,14786.0,0.9793047477343433,4.430816798843313,9.580523665939708,Queens
30,2025,155.0,14486.0,0.0,181.0,181.0,14822.0,0.9773309944676831,5.198497031265826,9.580937944755272,Queens
31,2019,12024.0,92702.0,2264.0,530.0,2794.0,107520.0,0.8621837797619047,7.935229539816907,11.43714532629424,Bronx
31,2020,1129.0,64763.0,392.0,317.0,709.0,66601.0,0.9724028167745229,6.5638555265321274,11.078489731610516,Bronx
31,2021,950.0,87705.0,379.0,515.0,894.0,89549.0,0.9794079219198427,6.795705775173514,11.38173418927788,Bronx
31,2022,1182.0,78208.0,126.0,204.0,330.0,79720.0,0.9810336176618164,5.799092654460526,11.267127223091212,Bronx
