zone,year,fhv,fhvhv,green,yellow,medallion_trips,total_trips,aggregator_share,log_medallion_trips,log_aggregator_trips,borough
55,2023,21598.0,588269.0,2584.0,1812.0,4396.0,614263.0,0.9576826212876244,8.388450315523512,13.284939605260522,Brooklyn
55,2024,27014.0,629501.0,1791.0,5565.0,7356.0,663871.0,0.948227893672114,8.903271585724212,13.352682721027628,Brooklyn
55,2025,53502.0,681062.0,1473.0,13572.0,15045.0,749609.0,0.9085563273653331,9.618800989064146,13.43140862357196,Brooklyn
56,2019,133949.0,617600.0,14795.0,8080.0,22875.0,774424.0,0.7974959453735938,10.037799890143722,13.333596277692703,Queens
56,2020,48576.0,461304.0,4233.0,3622.0,7855.0,517735.0,0.8910040851014515,8.96890555068972,13.041812540655076,Queens
56,2021,48651.0,542154.0,2670.0,2719.0,5389.0,596194.0,0.909358363217342,8.592115117933497,13.203305372905021,Queens
56,2022,35784.0,595372.0,661.0,1633.0,2294.0,633450.0,0.9398879153840082,7.738052297689316,13.2969416992494,Queens
56,2023,43569.0,666347.0,478.0,2159.0,2637.0,712553.0,0.9351542972943767,7.877397186353287,13.409565834859222,Queens
56,2024,46157.0,701010.0,263.0,4393.0,4656.0,751823.0,0.9324136133105797,8.445911989411274,13.460277431250214,Queens
56,2025,34557.0,764891.0,434.0,12049.0,12483.0,811931.0,0.9420640423878384,9.432122997651051,13.54748861899678,Queens
57,2019,5916.0,49800.0,822.0,240.0,1062.0,56778.0,0.8771002853217795,6.967909201801884,10.815770263012745,Queens
57,2020,2631.0,35638.0,273.0,279.0,552.0,38821.0,0.9180082944797918,6.313548046277095,10.48116776328736,Queens
57,2021,2832.0,39431.0,260.0,339.0,599.0,42862.0,0.9199524053940553,6.395261598115449,10.582307587950027,Queens
57,2022,1492.0,43767.0,162.0,90.0,252.0,45511.0,0.9616795939443211,5.529429087511423,10.686635387740004,Queens
57,2023,1702.0,50746.0,119.0,88.0,207.0,52655.0,0.9637451334156301,5.332718793265369,10.834588076063763,Queens
57,2024,1731.0,50875.0,81.0,259.0,340.0,52946.0,0.9608846749518377,5.8289456176102075,10.837126922744897,Queens
57,2025,1311.0,59887.0,145.0,945.0,1090.0,62288.0,0.9614532494220396,6.993932975223189,11.000214732168839,Queens
58,2019,5262.0,58866.0,660.0,255.0,915.0,65043.0,0.9050320557169872,6.818924065275521,10.983018953391445,Bronx
58,2020,987.0,45509.0,171.0,139.0,310.0,46806.0,0.9722898773661497,5.736572297479192,10.72566538757657,Bronx
58,2021,500.0,55698.0,98.0,121.0,219.0,56417.0,0.9872556144424552,5.389071729816501,10.927699518627987,Bronx
58,2022,399.0,65602.0,4.0,29.0,33.0,66034.0,0.9934579156192265,3.4965075614664802,11.091361462272316,Bronx
58,2023,252.0,74169.0,8.0,49.0,57.0,74478.0,0.9958511238217997,4.04305126783455,11.214101552099603,Bronx
58,2024,444.0,79173.0,1.0,149.0,150.0,79767.0,0.9925533115198014,5.0106352940962555,11.279390610588894,Bronx
58,2025,860.0,83550.0,5.0,551.0,556.0,84966.0,0.9833345102746981,6.320768294250582,11.33320053402354,Bronx
59,2019,3566.0,31461.0,491.0,189.0,680.0,35707.0,0.8810877418993475,6.522092798170152,10.356503962502515,Bronx
59,2020,550.0,30560.0,141.0,108.0,249.0,31359.0,0.9745208712012501,5.517452896464707,10.327447243280456,Bronx
59,2021,237.0,26155.0,94.0,90.0,184.0,26576.0,0.9841586393738712,5.214935757608986,10.171795655804711,Bronx
59,2022,319.0,24347.0,18.0,18.0,36.0,24702.0,0.9856286940328718,3.58351893845611,10.100163917635166,Bronx
59,2023,183.0,25589.0,10.0,41.0,51.0,25823.0,0.9909383108081943,3.9318256327243257,10.149917850625528,Bronx
59,2024,145.0,26845.0,1.0,90.0,91.0,27081.0,0.9912854030501089,4.51085950651685,10.19783486285667,Bronx
59,2025,339.0,29651.0,8.0,252.0,260.0,30250.0,0.980198347107438,5.560681631015528,10.297251130669952,Bronx
60,2019,47559.0,484263.0,6099.0,1975.0,8074.0,539896.0,0.8969560804303051,8.996404301412886,13.090383426546488,Bronx
60,2020,6346.0,462795.0,2325.0,1655.0,3980.0,473121.0,0.9781747164044716,8.289037098278483,13.045039470440358,Bronx
60,2021,4231.0,476831.0,1548.0,1464.0,3012.0,484074.0,0.9850374116354111,8.010359588919783,13.074917409398301,Bronx
60,2022,4837.0,456429.0,192.0,419.0,611.0,461877.0,0.9882046518878402,6.415096959171596,13.031188435705154,Bronx
60,2023,3426.0,505545.0,161.0,691.0,852.0,509823.0,0.9916088524840975,6.747586526829315,13.133392334252063,Bronx
60,2024,5120.0,526143.0,67.0,2002.0,2069.0,533332.0,0.9865205913014783,7.634820677745543,13.173328317889636,Bronx
60,2025,10642.0,561718.0,109.0,6503.0,6612.0,578972.0,0.9701989042648004,8.796641458940915,13.238755223583006,Bronx
61,2019,321367.0,3340743.0,63916.0,23267.0,87183.0,3749293.0,0.8910327893818915,11.375764636762604,15.021703795303239,Brooklyn
61,2020,22481.0,2505598.0,20234.0,14329.0,34563.0,2562642.0,0.9777401603501387,10.450539024706163,14.734037986566298,Brooklyn
61,2021,23526.0,2676627.0,13521.0,13070.0,26591.0,2726744.0,0.9816202034367729,10.188328091653252,14.800067977717879,Brooklyn
61,2022,48069.0,2810592.0,3379.0,6619.0,9998.0,2868659.0,0.979758137861628,9.210140351973516,14.848905695277407,Brooklyn
61,2023,41657.0,3033798.0,1943.0,7847.0,9790.0,3085245.0,0.9833248250949276,9.189116735524555,14.925325857900253,Brooklyn
61,2024,41782.0,3135830.0,894.0,24896.0,25790.0,3203402.0,0.9789061753723073,10.15774209887539,14.95840444979939,Brooklyn
61,2025,60117.0,3164353.0,1137.0,72133.0,73270.0,3297740.0,0.9595519962155901,11.20190652715401,14.96745916928238,Brooklyn
62,2019,85710.0,883447.0,17210.0,7320.0,24530.0,993687.0,0.8890596334660713,10.107652137252535,13.691586580261115,Brooklyn
62,2020,6473.0,638417.0,5162.0,3949.0,9111.0,654001.0,0.976171290257966,9.117237753713859,13.36674695383587,Brooklyn
62,2021,6887.0,701910.0,3665.0,3638.0,7303.0,716100.0,0.9801843317972351,8.89604050162011,13.461560469660762,Brooklyn
62,2022,15254.0,733195.0,662.0,1880.0,2542.0,750991.0,0.9763033112247683,7.8407064517494,13.505166975502721,Brooklyn
62,2023,15089.0,817988.0,386.0,2434.0,2820.0,835897.0,0.9785751115268987,7.944492163932159,13.61460294555063,Brooklyn
62,2024,12580.0,866497.0,155.0,8138.0,8293.0,887370.0,0.9764776812378151,9.023167064451204,13.672213925927535,Brooklyn
62,2025,19584.0,894032.0,296.0,20902.0,21198.0,934814.0,0.9563742092009747,9.9616621165872,13.7034968476985,Brooklyn
63,2019,55717.0,654083.0,5688.0,2876.0,8564.0,718364.0,0.9105175092293044,9.055322649709574,13.390989533701761,Brooklyn
63,2020,5768.0,553393.0,2037.0,2933.0,4970.0,564131.0,0.9809654140616275,8.511175119090675,13.223823697176538,Brooklyn
63,2021,4615.0,629842.0,1333.0,2165.0,3498.0,637955.0,0.9872828020785165,8.159946655578548,13.353224273262935,Brooklyn
63,2022,7781.0,632911.0,126.0,693.0,819.0,641511.0,0.9865941503731035,6.70808408385307,13.358085090925206,Brooklyn
63,2023,5658.0,706755.0,96.0,922.0,1018.0,713431.0,0.9906424026990697,6.925595197110468,13.468439350168236,Brooklyn
63,2024,6959.0,748589.0,52.0,3762.0,3814.0,759362.0,0.9858130904627832,8.246433786160365,13.525945380248862,Brooklyn
63,2025,10603.0,779772.0,138.0,14271.0,14409.0,804784.0,0.9689208532972823,9.575608290332934,13.566756848243246,Brooklyn
64,2019,13653.0,139017.0,1521.0,1097.0,2618.0,155288.0,0.8952204935345938,7.870165946469845,11.842351506792802,Queens
64,2020,1201.0,72794.0,464.0,1101.0,1565.0,75560.0,0.9633933298041292,7.355641102974253,11.195388813205843,Queens
64,2021,1278.0,98522.0,221.0,1240.0,1461.0,101261.0,0.9729510867955087,7.2868764117507,11.498035152475033,Queens
64,2022,3203.0,128881.0,44.0,227.0,271.0,132355.0,0.973752408295871,5.602118820879701,11.766644776976557,Queens
64,2023,2343.0,142852.0,20.0,264.0,284.0,145479.0,0.9819424109321621,5.648974238161206,11.869564408260945,Queens
64,2024,2808.0,155375.0,28.0,676.0,704.0,158887.0,0.9778962407245401,6.556778356158042,11.953596828813012,Queens
64,2025,3163.0,169313.0,34.0,1500.0,1534.0,174010.0,0.9730072984311247,7.335633981927201,12.039504351942323,Queens
65,2019,101013.0,1197896.0,136047.0,98397.0,234444.0,1533353.0,0.7812265016600874,12.364972032379637,13.996077242536954,Brooklyn
65,2020,5469.0,643186.0,35556.0,23935.0,59491.0,708146.0,0.9082675041587469,10.993580319588496,13.374189230440853,Brooklyn
65,2021,4856.0,738843.0,20418.0,23885.0,44303.0,788002.0,0.9376156405694401,10.698807673830618,13.512840728104047,Brooklyn
65,2022,13005.0,947270.0,20593.0,29084.0,49677.0,1009952.0,0.937935664269193,10.813297328310593,13.761339442408286,Brooklyn
65,2023,14797.0,1081525.0,19703.0,23079.0,42782.0,1139104.0,0.9494523766047701,10.663872732361751,13.893882640150613,Brooklyn
65,2024,12982.0,1162083.0,18497.0,30415.0,48912.0,1223977.0,0.9494320563213198,10.797778044130617,13.965724642414523,Brooklyn
65,2025,15975.0,1150721.0,16044.0,52338.0,68382.0,1235078.0,0.9316990505862788,11.13286491108379,13.95589926040604,Brooklyn
66,2019,90979.0,990608.0,102943.0,41865.0,144808.0,1226395.0,0.807739757582182,11.883164006026389,13.806074175017253,Brooklyn
66,2020,1321.0,451928.0,17486.0,7652.0,25138.0,478387.0,0.9446912227966061,10.132135924484782,13.021278154090647,Brooklyn
66,2021,1412.0,581045.0,3743.0,7971.0,11714.0,594171.0,0.9779087165142695,9.368539986649727,13.27258348550256,Brooklyn
66,2022,4076.0,763765.0,8428.0,12802.0,21230.0,789071.0,0.9679293751766318,9.963170554697301,13.546015429209614,Brooklyn
66,2023,9535.0,860051.0,10021.0,11058.0,21079.0,890665.0,0.9656279296929822,9.956032563199894,13.664746968796958,Brooklyn
66,2024,7451.0,888721.0,10659.0,19748.0,30407.0,926579.0,0.9591421778391265,10.322428124045716,13.697538629468761,Brooklyn
66,2025,7506.0,924625.0,10019.0,49993.0,60012.0,992143.0,0.9319473100147861,11.002299821206904,13.737143528890169,Brooklyn
67,2019,34521.0,371641.0,4256.0,1852.0,6108.0,412270.0,0.9014505057365318,8.717354666338522,12.825683613527648,Brooklyn
67,2020,4297.0,236385.0,1304.0,890.0,2194.0,242876.0,0.9732744281032296,7.693481640835175,12.373217110724282,Brooklyn
67,2021,3422.0,286802.0,1067.0,929.0,1996.0,292220.0,0.9814591745944836,7.59890045687141,12.566547361183986,Brooklyn
67,2022,5571.0,342522.0,88.0,458.0,546.0,348639.0,0.9824546307211758,6.302618975744905,12.744091168198171,Brooklyn
67,2023,4285.0,391269.0,66.0,562.0,628.0,396182.0,0.9875991337314669,6.4425401664681985,12.877150581957709,Brooklyn
67,2024,4683.0,421088.0,40.0,1558.0,1598.0,427369.0,0.9853030987273294,7.37650812632622,12.950597116949867,Brooklyn
67,2025,6609.0,452794.0,53.0,4660.0,4713.0,464116.0,0.975605236621879,8.45807992692373,13.023192554899925,Brooklyn
68,2019,246902.0,2647476.0,501.0,2025130.0,2025631.0,4920009.0,0.5381038937123895,14.521391814922312,14.789117291260803,Manhattan
68,2020,11351.0,1144067.0,494.0,552267.0,552761.0,1708179.0,0.669758263039178,13.222680999019193,13.9501000156405,Manhattan
68,2021,12468.0,1734211.0,535.0,714753.0,715288.0,2461967.0,0.7044005870103052,13.480440537777927,14.366063112887435,Manhattan
68,2022,24605.0,2598229.0,35.0,975246.0,975281.0,3598115.0,0.7221083817498885,13.79048091358507,14.770340617054877,Manhattan
68,2023,28014.0,2695038.0,0.0,974891.0,974891.0,3697943.0,0.7287938186175396,13.790080948858677,14.806922862411357,Manhattan
68,2024,20548.0,2687073.0,103.0,1078798.0,1078901.0,3786522.0,0.7096414598938022,13.891453488408962,14.803963055073769,Manhattan
68,2025,22823.0,2536423.0,90.0,1144578.0,1144668.0,3703914.0,0.6847953273213147,13.950625196593135,14.74626537873725,Manhattan
69,2019,141439.0,1199149.0,25916.0,8962.0,34878.0,1375466.0,0.8718128983195513,10.459611536929405,13.997122696513934,Bronx
69,2020,19834.0,1017923.0,8716.0,5608.0,14324.0,1052081.0,0.9675329180928084,9.569691731118324,13.833274834724993,Bronx
69,2021,15419.0,951288.0,6025.0,5045.0,11070.0,977777.0,0.9729089557230329,9.311994025702683,13.765572134797738,Bronx
69,2022,16524.0,994306.0,1818.0,1732.0,3550.0,1014380.0,0.9802105719749995,8.174702882469461,13.809800285346016,Bronx
69,2023,9137.0,1112010.0,1070.0,2439.0,3509.0,1124656.0,0.9887556728457413,8.163086375583216,13.921679746557984,Bronx
69,2024,12099.0,1190370.0,456.0,6128.0,6584.0,1209053.0,0.9845474102458701,8.792397742356906,13.989774741130494,Bronx
69,2025,24648.0,1253524.0,513.0,16607.0,17120.0,1295292.0,0.9677539890619258,9.748002649695733,14.041469342787304,Bronx
70,2019,78055.0,466990.0,6564.0,19995.0,26559.0,571604.0,0.8169816866222069,10.187123952279158,13.054063123145536,Queens
70,2020,19550.0,301602.0,2133.0,17772.0,19905.0,341057.0,0.8843155249708993,9.898726235434417,12.616863546393686,Queens
70,2021,16115.0,359048.0,1159.0,78850.0,80009.0,455172.0,0.7888182928651147,11.289894407328369,12.791211363268111,Queens
70,2022,12693.0,441821.0,613.0,150710.0,151323.0,605837.0,0.7292737155373475,11.927171904085732,12.998660101658785,Queens
70,2023,13264.0,537259.0,502.0,167306.0,167808.0,718331.0,0.7479267914095312,12.030575747683317,13.194235566342108,Queens
70,2024,14516.0,568693.0,414.0,154014.0,154428.0,737637.0,0.77096593581938,11.947483247281665,13.25109602444474,Queens
70,2025,14414.0,597475.0,418.0,126691.0,127109.0,738998.0,0.8084933924043096,11.752800265056132,13.300467720908259,Queens
71,2019,86430.0,918722.0,17326.0,7013.0,24339.0,1029491.0,0.892404110380761,10.099835281063175,13.730738852854298,Brooklyn
71,2020,12825.0,792654.0,6307.0,4948.0,11255.0,816734.0,0.9705167165809186,9.328567753340833,13.583142087622106,Brooklyn
71,2021,11012.0,883637.0,4256.0,3745.0,8001.0,902650.0,0.978936464853487,8.987321812850125,13.6918016238026,Brooklyn
71,2022,17307.0,882667.0,296.0,1042.0,1338.0,901312.0,0.9793134896683945,7.198931240688173,13.69070328501436,Brooklyn
71,2023,12487.0,965158.0,271.0,2011.0,2282.0,979927.0,0.9849284691614784,7.732807530422021,13.780047097488684,Brooklyn
71,2024,16077.0,1036740.0,133.0,8792.0,8925.0,1061742.0,0.976451906395339,9.09661160664784,13.851591732535223,Brooklyn
71,2025,27377.0,1045809.0,482.0,24065.0,24547.0,1097733.0,0.9526988803288231,10.10834492616302,13.860301306551117,Brooklyn
72,2019,115362.0,1154357.0,18954.0,7644.0,26598.0,1296317.0,0.8904897490351511,10.188591303973109,13.959054036960795,Brooklyn
72,2020,15588.0,1015686.0,6616.0,5841.0,12457.0,1043731.0,0.9731300497925232,9.430037992886092,13.83107480423508,Brooklyn
72,2021,14270.0,1070666.0,4894.0,4902.0,9796.0,1094732.0,0.9780165373808384,9.189729418072059,13.883791442715479,Brooklyn
72,2022,22649.0,1044062.0,258.0,1444.0,1702.0,1068413.0,0.9772082518651495,7.43955930913332,13.858629432634565,Brooklyn
72,2023,14674.0,1144912.0,270.0,2374.0,2644.0,1162230.0,0.9850993348992885,7.880048200971577,13.950838336121715,Brooklyn
72,2024,18380.0,1201864.0,101.0,10387.0,10488.0,1230732.0,0.9765440404572239,9.257987025443535,13.999384242917204,Brooklyn
72,2025,28599.0,1216049.0,528.0,27593.0,28121.0,1272769.0,0.955435746785159,10.24427190716996,14.011117636749017,Brooklyn
73,2019,37875.0,236025.0,1607.0,562.0,2169.0,276069.0,0.8549493061517229,7.682021510826875,12.371693010600717,Queens
73,2020,13073.0,148623.0,474.0,460.0,934.0,162630.0,0.9138719793396053,6.839476438228843,11.90916817721625,Queens
73,2021,16746.0,172158.0,256.0,404.0,660.0,189564.0,0.9081787681205292,6.492239835020471,12.056167938787706,Queens
73,2022,12001.0,200443.0,147.0,155.0,302.0,212746.0,0.9421704755906104,5.71042701737487,12.208285196034096,Queens
73,2023,11308.0,225635.0,113.0,249.0,362.0,237305.0,0.9508227808095068,5.8916442118257715,12.326673928416762,Queens
73,2024,9542.0,240580.0,64.0,494.0,558.0,250680.0,0.95970958991543,6.324358962381311,12.390807953548064,Queens
73,2025,6062.0,258291.0,74.0,1621.0,1695.0,266048.0,0.9708436071686313,7.43543801981455,12.461842135271318,Queens
74,2019,165228.0,1683293.0,463178.0,323901.0,787079.0,2635600.0,0.6386754439216876,13.576083903556095,14.336262551900338,Manhattan
74,2020,23996.0,1290428.0,142185.0,144701.0,286886.0,1601310.0,0.805857704004846,12.566840203288406,14.0704845042558,Manhattan
74,2021,17125.0,1387645.0,105608.0,146582.0,252190.0,1656960.0,0.8374643926226342,12.437938050656253,14.143118623647016,Manhattan
74,2022,24029.0,1456718.0,141361.0,102477.0,243838.0,1724585.0,0.8446774151462526,12.404259349347043,14.19169651805734,Manhattan
74,2023,14518.0,1618049.0,157116.0,74913.0,232029.0,1864596.0,0.8677745742241215,12.354617642836597,14.296731660443621,Manhattan
74,2024,14355.0,1695646.0,147654.0,100072.0,247726.0,1957727.0,0.8661299558109992,12.420078575653234,14.3435743471325,Manhattan
74,2025,27795.0,1688706.0,143110.0,160067.0,303177.0,2019678.0,0.8361263528146566,12.622072072353237,14.339473113142873,Manhattan
75,2019,166141.0,1443871.0,374155.0,615164.0,989319.0,2599331.0,0.555477928743973,13.804772106625729,14.182838259264228,Manhattan
75,2020,23703.0,1098439.0,123413.0,290603.0,414016.0,1536158.0,0.7150560033538217,12.933659899403658,13.909400638996392,Manhattan
75,2021,19525.0,1195044.0,92737.0,313093.0,405830.0,1620399.0,0.7374998380028622,12.91368963168468,13.993693562753588,Manhattan
75,2022,28972.0,1301503.0,104607.0,259616.0,364223.0,1694698.0,0.7679852103442619,12.805521596395856,14.079030308446756,Manhattan
75,2023,19575.0,1486151.0,99147.0,212045.0,311192.0,1816918.0,0.817951608162834,12.648165364015071,14.211700114171403,Manhattan
75,2024,20030.0,1557898.0,89231.0,250939.0,340170.0,1918098.0,0.812209803670094,12.737200771633995,14.258848034720248,Manhattan
75,2025,38594.0,1498232.0,81998.0,312436.0,394434.0,1931260.0,0.7757795428890983,12.885207104891569,14.21979630423191,Manhattan
76,2019,178847.0,2083817.0,38962.0,16663.0,55625.0,2318289.0,0.8988598919289182,10.926388019468542,14.549711866099512,Brooklyn
76,2020,20484.0,1929384.0,12301.0,14067.0,26368.0,1976236.0,0.9762923051700303,10.179906432709199,14.472711338950713,Brooklyn
76,2021,18722.0,2194212.0,8095.0,11733.0,19828.0,2232762.0,0.9827343890660984,9.894850359140465,14.601333542314205,Brooklyn
76,2022,42050.0,2196978.0,501.0,2718.0,3219.0,2242247.0,0.9798108772137949,8.076826031298808,14.602593337661625,Brooklyn
76,2023,26445.0,2467938.0,473.0,4707.0,5180.0,2499563.0,0.9873477883934112,8.55256033525353,14.718893542135948,Brooklyn
76,2024,36616.0,2564984.0,219.0,18414.0,18633.0,2620233.0,0.9789144705833412,9.832689481227412,14.757462798750787,Brooklyn
76,2025,61094.0,2718043.0,623.0,52732.0,53355.0,2832492.0,0.9595942371593635,10.884722973050666,14.815422694024301,Brooklyn
77,2019,54516.0,591614.0,9742.0,3708.0,13450.0,659580.0,0.8969556384365809,9.506734385029985,13.290609674177048,Brooklyn
77,2020,9716.0,580127.0,3466.0,3872.0,7338.0,597181.0,0.971442493984236,8.900821604915228,13.271002324070393,Brooklyn
77,2021,7054.0,639318.0,2290.0,2956.0,5246.0,651618.0,0.9811239100209018,8.56522116042682,13.368157262153852,Brooklyn
77,2022,13223.0,598281.0,152.0,566.0,718.0,612222.0,0.9772288483589286,6.576469569048224,13.301815822230045,Brooklyn
77,2023,8734.0,650284.0,139.0,1129.0,1268.0,660286.0,0.9848520186706973,7.145196134997171,13.38516446952565,Brooklyn
77,2024,10186.0,695937.0,45.0,4366.0,4411.0,710534.0,0.9794562962504257,8.39185670010494,13.453014417978245,Brooklyn
77,2025,15981.0,710523.0,162.0,13801.0,13963.0,740467.0,0.9595606556402919,9.544166252942194,13.473756597564662,Brooklyn
78,2019,94698.0,880234.0,12268.0,3900.0,16168.0,991100.0,0.8881384320452023,9.690789259083457,13.687943060197743,Bronx
78,2020,23017.0,814107.0,4357.0,3317.0,7674.0,844798.0,0.9636706052807891,8.945593270806897,13.609847085977382,Bronx
78,2021,14731.0,813619.0,2902.0,3234.0,6136.0,834486.0,0.9749941880391043,8.721928343047091,13.609247476442826,Bronx
78,2022,12682.0,842932.0,428.0,1053.0,1481.0,857095.0,0.9834755773864041,7.300472814267799,13.644641569436265,Bronx
78,2023,8880.0,954877.0,307.0,1448.0,1755.0,965512.0,0.9889851187763591,7.470224135899966,13.769337815356456,Bronx
78,2024,14513.0,1031616.0,176.0,3211.0,3387.0,1049516.0,0.9829445191878923,8.127699852817772,13.846637062756603,Bronx
78,2025,22762.0,1084109.0,253.0,10273.0,10526.0,1117397.0,0.9702093347306284,9.261603665913725,13.896269009432098,Bronx
79,2019,361214.0,3861794.0,194.0,2129359.0,2129553.0,6352561.0,0.6079113604733587,14.571422656507165,15.166642400309737,Manhattan
79,2020,5525.0,1822456.0,220.0,561557.0,561777.0,2389758.0,0.7626111095767856,13.238860252977982,14.415695599912333,Manhattan
79,2021,12063.0,2463858.0,281.0,766475.0,766756.0,3242677.0,0.7598222086257743,13.549923907182269,14.717238972104752,Manhattan
79,2022,24977.0,3199080.0,24.0,1009813.0,1009837.0,4233894.0,0.7555881181720657,13.825299489654684,14.978373826433907,Manhattan
79,2023,33657.0,3302389.0,2.0,882182.0,882184.0,4218230.0,0.7828850015290774,13.69015593001152,15.010156703912926,Manhattan
79,2024,19277.0,3171096.0,57.0,916803.0,916860.0,4107233.0,0.7720759937407983,13.728710067827357,14.969587827423625,Manhattan
79,2025,16990.0,2896393.0,32.0,1095675.0,1095707.0,4009090.0,0.7224564676772035,13.906910374983099,14.878976727700621,Manhattan
80,2019,160502.0,2047475.0,31369.0,27469.0,58838.0,2266815.0,0.9032386851154593,10.98254318365502,14.53211788462261,Brooklyn
80,2020,3231.0,1053696.0,5486.0,6570.0,12056.0,1068983.0,0.9856994919470188,9.397317740306331,13.867814541433503,Brooklyn
80,2021,4110.0,1343096.0,2455.0,7762.0,10217.0,1357423.0,0.9894454418409,9.231808278591423,14.110487954707935,Brooklyn
80,2022,11866.0,1738136.0,2555.0,9493.0,12048.0,1762050.0,0.9864283079367782,9.396653950039674,14.368323832609097,Brooklyn
80,2023,17957.0,1854362.0,3324.0,8062.0,11386.0,1883705.0,0.9844227201180652,9.340139809511028,14.433051259554386,Brooklyn
80,2024,15370.0,1929410.0,3304.0,18607.0,21911.0,1966691.0,0.9810437938649234,9.99474407280768,14.472724814663591,Brooklyn
80,2025,15193.0,1907351.0,1658.0,51686.0,53344.0,1975888.0,0.96531331735402,10.88451678555052,14.461225926376818,Brooklyn
81,2019,59940.0,527826.0,9055.0,2978.0,12033.0,599799.0,0.8800048016085389,9.395408154438163,13.176521962921818,Bronx
81,2020,6132.0,465618.0,3221.0,2468.0,5689.0,477439.0,0.9752408161042563,8.646289764750648,13.051120834445909,Bronx
81,2021,4578.0,532092.0,2114.0,2451.0,4565.0,541235.0,0.9831071530850739,8.426173793029069,13.184571685703537,Bronx
81,2022,6416.0,545964.0,47.0,570.0,617.0,552997.0,0.9872820286547667,6.424869023905388,13.210308318487362,Bronx
81,2023,3784.0,621419.0,42.0,931.0,973.0,626176.0,0.9924030943376942,6.880384082186005,13.339760851592086,Bronx
81,2024,7519.0,654221.0,17.0,2037.0,2054.0,663794.0,0.9855783571409202,7.627544390488503,13.391200493846362,Bronx
81,2025,15071.0,705218.0,222.0,6923.0,7145.0,727434.0,0.9694597722954935,8.874168090363968,13.466262253853955,Bronx
82,2019,179589.0,1512885.0,262458.0,26346.0,288804.0,1981278.0,0.7635904703933521,12.573503536320404,14.229528981950482,Queens
82,2020,41784.0,1023453.0,52145.0,11667.0,63812.0,1129049.0,0.906473501150083,11.063696539420889,13.838692762169291,Queens
82,2021,42149.0,1254480.0,20181.0,6421.0,26602.0,1323231.0,0.9480430854476656,10.18874167991324,14.042231702054913,Queens
82,2022,33600.0,1395668.0,23565.0,4163.0,27728.0,1456996.0,0.9579079146408089,10.230198011955387,14.148883711670665,Queens
82,2023,35941.0,1543315.0,31960.0,4386.0,36346.0,1615602.0,0.955256925901305,10.500839435641206,14.249443258274075,Queens
82,2024,38200.0,1658014.0,29499.0,9263.0,38762.0,1734976.0,0.9556408849459589,10.565195664260694,14.321131058550051,Queens
82,2025,36122.0,1810335.0,20802.0,29474.0,50276.0,1896733.0,0.9544490447522134,10.825283105044727,14.409022468989216,Queens
83,2019,49572.0,434676.0,31950.0,8032.0,39982.0,524230.0,0.829170402304332,10.596184631815689,12.982356204962736,Queens
83,2020,7466.0,283047.0,6635.0,2657.0,9292.0,299805.0,0.9441036673837995,9.1369090938903,12.55336824057451,Queens
83,2021,7719.0,350393.0,3502.0,1906.0,5408.0,363520.0,0.9638891945422535,8.5956346177228,12.766810660675878,Queens
83,2022,6520.0,427577.0,4248.0,1563.0,5811.0,439908.0,0.9719691390017913,8.667507952075105,12.965889668098905,Queens
83,2023,7682.0,476938.0,6099.0,1462.0,7561.0,492181.0,0.9690296862333166,8.93075873555827,13.075141782386831,Queens
83,2024,9306.0,529388.0,5309.0,3528.0,8837.0,547531.0,0.9668639766515503,9.086702731518004,13.179476901347853,Queens
83,2025,10824.0,599525.0,4730.0,11101.0,15831.0,626180.0,0.9574323676898017,9.669725322073777,13.303892953998075,Queens
84,2019,12749.0,87054.0,27.0,35.0,62.0,99865.0,0.8717168177039003,4.127134385045092,11.37428389474374,Staten Island
84,2020,4886.0,52140.0,22.0,69.0,91.0,57117.0,0.9128630705394191,4.51085950651685,10.861687687487493,Staten Island
84,2021,4998.0,66542.0,35.0,53.0,88.0,71628.0,0.9289942480594181,4.477336814478207,11.105588606229269,Staten Island
84,2022,10694.0,85079.0,1.0,8.0,9.0,95782.0,0.8882566661794492,2.1972245773362196,11.35133551560147,Staten Island
84,2023,19402.0,96706.0,0.0,9.0,9.0,116117.0,0.8328324018016311,2.1972245773362196,11.479430727086319,Staten Island
84,2024,18289.0,107616.0,0.0,11.0,11.0,125916.0,0.8546650147717526,2.3978952727983707,11.586324614539997,Staten Island
84,2025,18165.0,117371.0,0.0,14.0,14.0,135550.0,0.8658871265215787,2.6390573296152584,11.673095137122626,Staten Island
85,2019,56081.0,653881.0,11045.0,5254.0,16299.0,726261.0,0.9003388588950805,9.698859035219632,13.390680656696574,Brooklyn
85,2020,5011.0,562253.0,3725.0,3177.0,6902.0,574166.0,0.9792516449946531,8.839566503657949,13.239707205512085,Brooklyn
85,2021,4852.0,622912.0,2385.0,2659.0,5044.0,632808.0,0.9843617653379856,8.52595469708481,13.342160535786165,Brooklyn
85,2022,8475.0,639543.0,363.0,952.0,1315.0,649333.0,0.9849229902068738,7.181591944611865,13.368509137771799,Brooklyn
85,2023,6705.0,702019.0,230.0,1323.0,1553.0,710277.0,0.9883735500375206,7.347943823148687,13.461715748168748,Brooklyn
85,2024,8698.0,749272.0,87.0,5457.0,5544.0,763514.0,0.981346772947189,8.620471540869739,13.526857347443864,Brooklyn
